smiles,dataset,PC1,PC2
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(Cc2ccco2)CC1,JAK1-selective,4.828635175201052,0.9511700513167168
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(Cc2ccnc3[nH]ccc23)CC1,JAK1-selective,3.679538703378387,0.08173912462430065
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(Cc2ccon2)CC1,JAK1-selective,5.514573826016055,0.9368253232151877
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(Cc2cncc(F)c2)CC1,JAK1-selective,5.590088467035707,1.440723917223263
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(Cc2cnccn2)CC1,JAK1-selective,4.7318824721533375,0.9572586464309061
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cc(C(F)(F)F)ccn2)CC1,JAK1-selective,5.349160882858081,1.1920185940696775
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cc(F)cc(F)c2)CC1,JAK1-selective,4.951549115387499,1.2547901271791317
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cc(F)ccn2)CC1,JAK1-selective,4.9018968617212755,1.103437059871487
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccc(C#N)cc2)CC1,JAK1-selective,5.1336861206112046,0.9757750254263926
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccc(C(F)(F)F)nc2)CC1,JAK1-selective,5.113143037371419,1.0300871324233547
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccc(C(O)C(F)(F)F)cc2)CC1,JAK1-selective,6.426180035096215,1.9427616397655159
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccc(F)c(F)c2)CC1,JAK1-selective,4.916002505840074,1.4792501212586566
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccc(F)cc2)CC1,JAK1-selective,5.108166746028036,1.3415828824333578
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccc(F)nc2)CC1,JAK1-selective,5.152716083058393,1.0799092289033159
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccc(OC(F)F)cn2)CC1,JAK1-selective,4.853445415061374,1.2647357768330512
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccc(OC(F)F)nc2)CC1,JAK1-selective,5.00660856696905,0.8359102588807955
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cccc(C#N)n2)CC1,JAK1-selective,4.464750665426839,1.7165278937333763
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cccc(C3CC3)c2)CC1,JAK1-selective,4.5734720149873445,0.8685838476395198
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cccc(CF)n2)CC1,JAK1-selective,5.202884012598817,1.5575212876997264
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cccc(F)c2)CC1,JAK1-selective,4.826223651603404,1.566678124923461
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cccc(F)n2)CC1,JAK1-selective,4.451499453625737,2.105486115790719
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cccc(OCCO)n2)CC1,JAK1-selective,4.015897608134187,1.4472486545615098
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccccn2)CC1,JAK1-selective,4.516131329767891,1.5796095026294865
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cccnc2)CC1,JAK1-selective,4.435835585835664,1.4037310388561857
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cccnc2F)CC1,JAK1-selective,4.2431639959163086,1.9400328467892831
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccnc3ccccc23)CC1,JAK1-selective,4.199660539725702,0.8143602714451308
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccncc2)CC1,JAK1-selective,5.386099788089388,1.436275673357513
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2ccncn2)CC1,JAK1-selective,4.16786183387783,1.5676113772211098
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cncc(C#N)c2)CC1,JAK1-selective,4.935951028930529,0.979114682788507
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cncc(C(F)(F)F)c2)CC1,JAK1-selective,5.210644034795342,1.4357601052038313
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cncc(F)c2)CC1,JAK1-selective,5.06759465558879,1.443417877402876
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cncc3ccccc23)CC1,JAK1-selective,4.264357841166734,1.152396345232324
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(c2cncnc2)CC1,JAK1-selective,4.624428923159701,1.0751132370759748
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCS(=O)(=O)CC1,JAK1-selective,4.750695856001947,1.961465402185692
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCSCC1,JAK1-selective,4.8499006680850805,1.0034793540997635
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(OC4CCC4)nc3)n2)CCN(C(=O)OCC(F)F)CC1,JAK1-selective,5.284867685570974,0.915393068682902
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)CCN(C(=O)OC2COC2)CC1,JAK1-selective,6.775218980767812,2.057563661743909
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)F)cc3)n2)CCC(N2CCC(F)(F)CC2)CC1,JAK1-selective,5.692261853102753,0.4871511330968491
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)F)cc3)n2)CCC(N2CCC(O)CC2)CC1,JAK1-selective,5.76076688766207,0.2725109491205075
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)F)cc3)n2)CCC(NC2CCOCC2)CC1,JAK1-selective,6.688349041565127,1.2781384591233733
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)F)cc3)n2)CCC(NCC(F)(F)F)CC1,JAK1-selective,5.686058858574778,1.5013533962415164
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)F)cc3)n2)CCC(NCC(F)F)CC1,JAK1-selective,6.299693014170485,1.1347510686314934
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)F)cc3)n2)CCC(Nc2ccccc2)CC1,JAK1-selective,5.67959952676073,1.9012933464487995
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)F)cc3)n2)CCC(Nc2ccccc2O)CC1,JAK1-selective,4.976388697722697,2.8063530254600964
N#CCC1(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)F)cc3)n2)CCC(Nc2cccnc2)CC1,JAK1-selective,5.487504752057168,1.253420460096889
N#CCC1(n2cc(C(N)=O)c(Nc3ccc([S+]([O-])C(F)F)cc3)n2)CCC(NC2CCCCC2)CC1,JAK1-selective,6.4063108493788645,1.0593986602647023
N#CCC1(n2cc(C(N)=O)c(Nc3ccc([S+]([O-])C(F)F)cc3)n2)CCC(Nc2cccc(O)c2)CC1,JAK1-selective,5.079425202492406,2.3417108871600765
N#CCC1(n2cc(C(N)=O)c(Nc3ccc([S+]([O-])C(F)F)cc3)n2)CCC(Nc2ccccc2O)CC1,JAK1-selective,4.951571349453556,2.6940715506362873
N#CCC1(n2cc(C(N)=O)c(Nc3cccc(-c4cc[nH]n4)c3)n2)CCN(C(=O)OCC(F)(F)F)CC1,JAK1-selective,4.169500858523965,2.073768999480095
N#CCC1(n2cc(C(N)=O)c(Nc3cccc(Cn4nnc5ccccc54)c3)n2)CCN(C(=O)OCC(F)(F)F)CC1,JAK1-selective,4.571703814432702,1.5808550017039096
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)/C=C/c2cccnc2)CC1,JAK1-selective,3.281022699144261,2.034580028340099
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)C2CC2)CC1,JAK1-selective,4.655644933013501,0.5144379754477888
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)C2CCCCC2)CC1,JAK1-selective,5.017694292611621,0.43616977869105406
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)C2CCCO2)CC1,JAK1-selective,5.068990382795546,0.5423185255320785
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)CN2CCCC2=O)CC1,JAK1-selective,4.557186318531659,1.8379183544948599
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)Cc2ccc(C(F)(F)F)cc2)CC1,JAK1-selective,5.11107629886014,1.032194182269069
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)Nc2ccc(C#N)cc2)CC1,JAK1-selective,4.727942968608341,0.2675070945734244
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)OC2CCCC2)CC1,JAK1-selective,5.6812283993453,1.5172789621402893
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)OC2CCCCC2)CC1,JAK1-selective,5.7398357696397895,1.4692928026472787
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)OC2CCOC2)CC1,JAK1-selective,6.5924400798734455,1.777025915303651
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)OC2CCOCC2)CC1,JAK1-selective,6.084758092005806,1.6753837598884098
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)OC2Cc3ccccc3C2)CC1,JAK1-selective,5.618188894186686,1.923596785229007
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)OCCN2CCOCC2)CC1,JAK1-selective,5.354758698956411,2.1389855391114327
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)OCc2cccc(F)c2)CC1,JAK1-selective,4.7923048848558745,1.644940654645088
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)OCc2ccccc2)CC1,JAK1-selective,4.803425168861125,1.2011014534629745
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)OCc2ccccc2F)CC1,JAK1-selective,4.055358330045558,2.483728496808954
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)OCc2ccccn2)CC1,JAK1-selective,4.359184149501047,1.0296968015380807
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)OCc2cccnc2)CC1,JAK1-selective,4.430757815345271,1.1548924499491422
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)OCc2ccncc2)CC1,JAK1-selective,5.179497473753931,1.2773822751572586
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)c2cc3ccccc3[nH]2)CC1,JAK1-selective,4.011608656518041,1.3748794445445711
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)c2ccc(Cl)cc2)CC1,JAK1-selective,5.237353564935303,0.8522423140608433
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)c2ccc(N3CCOCC3)cc2)CC1,JAK1-selective,5.122328991039166,1.0133094503025253
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)c2ccc3ccccc3n2)CC1,JAK1-selective,4.219469891623873,0.6295095362550438
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)c2cccc(Cl)c2)CC1,JAK1-selective,4.30290143080622,0.7263989891224724
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)c2cccc(N3CCOCC3)c2)CC1,JAK1-selective,4.750131190906442,0.9306555929139818
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)c2cccc3ccccc23)CC1,JAK1-selective,3.735259179632357,1.0383201335907621
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)c2ccccc2)CC1,JAK1-selective,4.699194833940913,0.6083516411553526
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)c2ccccn2)CC1,JAK1-selective,4.325949599575067,0.4595001835076843
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)c2cccnc2)CC1,JAK1-selective,4.370070546536125,0.6735983828804988
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)c2cccs2)CC1,JAK1-selective,3.9589050841634967,0.8241739163749141
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)c2ccncc2)CC1,JAK1-selective,4.889640292499813,0.7292123056675668
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)c2ccsc2)CC1,JAK1-selective,3.8736060299246207,0.1565437023033161
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)c2cnccn2)CC1,JAK1-selective,4.178405539367839,0.5746590949313962
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C/C=C/c2ccccc2)CC1,JAK1-selective,4.060237997517931,2.1912081615997
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(CC2CCCCC2)CC1,JAK1-selective,4.721463464464583,0.44401847806203604
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(Cc2c(Cl)cccc2Cl)CC1,JAK1-selective,4.51422465145733,0.8931179707091925
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(Cc2c(F)ccc(F)c2F)CC1,JAK1-selective,4.243106707999016,1.4444653081589913
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(Cc2c(F)cccc2F)CC1,JAK1-selective,4.01650553471507,1.4125847876694224
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(Cc2cc3ccccc3o2)CC1,JAK1-selective,4.190810527697003,0.7513706636119772
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(Cc2ccc(C(F)(F)F)cc2)CC1,JAK1-selective,5.238043471344017,1.2192120464165601
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(Cc2ccc(Cl)cc2F)CC1,JAK1-selective,4.223456637795728,2.2302156212186026
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(Cc2cccc(F)c2)CC1,JAK1-selective,4.62042417147108,1.4674176277106319
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(Cc2cccc(O)c2)CC1,JAK1-selective,3.739892565578263,2.1558801162020065
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(Cc2cccc3ccccc23)CC1,JAK1-selective,3.1049489961229346,2.4508609519528366
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(Cc2ccccc2Cl)CC1,JAK1-selective,4.18588774628223,2.3024527319983172
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCOCC1,JAK1-selective,5.205136145128988,1.3938036584654114
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)NC2CCCCC2)C1,JAK1-selective,4.0140094271871325,0.022343193359359192
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)Nc2cc(F)ccc2F)C1,JAK1-selective,3.443744223846843,1.3370801541325943
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)Nc2ccc(C#N)cc2)C1,JAK1-selective,3.892256505828003,0.012866221287223556
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)Nc2ccc(F)c(Cl)c2)C1,JAK1-selective,4.015785697969143,1.2097028918872872
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)Nc2ccc(F)c(F)c2)C1,JAK1-selective,3.7093952305422997,0.8874174706214768
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)Nc2ccc(F)cc2F)C1,JAK1-selective,3.6730640940895465,0.6419320885921314
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)Nc2cccc(F)c2)C1,JAK1-selective,3.4465731237489092,0.8999631328325979
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)OC2CCCC2)C1,JAK1-selective,4.9245797350061755,1.1771331203164324
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)OC2CCCCC2)C1,JAK1-selective,4.983187105300665,1.1291469608234224
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)OC2CCOC2)C1,JAK1-selective,5.835791415534315,1.4368800734797926
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)OC2CCOCC2)C1,JAK1-selective,5.328109427666679,1.3352379180645517
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)OCCF)C1,JAK1-selective,4.476451805269779,1.117946794467465
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)OCCc2ccccc2)C1,JAK1-selective,4.086306829045076,1.0468139129807514
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)OCc2ccccc2)C1,JAK1-selective,4.0467765045220006,0.8609556116391172
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)OCc2cccnc2)C1,JAK1-selective,3.674109151006148,0.8147466081252853
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)OCc2ccncc2)C1,JAK1-selective,4.422848809414805,0.9372364333333998
N#CCC1(n2cc(C(N)=O)c(Nc3cccnc3)n2)CCN(C(=O)OCC(F)(F)F)CC1,JAK1-selective,4.6055635486206565,1.3975158388413333
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(C4CC4)c3)n2)CCN(C(=O)OCC(F)F)CC1,JAK1-selective,5.056625116115164,0.38871714376491373
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(N)CC1,JAK1-selective,5.073821483254364,1.1458932107234547
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(N2CC(F)C2)CC1,JAK1-selective,4.998892242531246,0.29961243037890684
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(N2CCC(O)CC2)CC1,JAK1-selective,5.000313056137679,0.135856625396466
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(N2CCC3C=CC=CC32)CC1,JAK1-selective,6.009758443100511,0.7288771102897232
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NC2CCCCC2)CC1,JAK1-selective,5.670674366123608,1.0350258113644697
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCC(F)(F)F)CC1,JAK1-selective,4.925605027050387,1.364699072517474
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCC(F)F)CC1,JAK1-selective,5.671157311774866,1.0814223465205586
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCC2CCCCC2)CC1,JAK1-selective,5.119306295648418,0.47977356252680137
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2ccc(C#N)cc2)CC1,JAK1-selective,4.837567626993309,0.9858789608635844
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2ccc(Cl)cc2)CC1,JAK1-selective,5.290347944704287,1.5578580992593418
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2ccc(F)cc2)CC1,JAK1-selective,5.141659328223703,1.5602918867176458
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2ccc(F)cc2F)CC1,JAK1-selective,4.467001306292847,1.9821429625141818
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2ccc(O)cc2)CC1,JAK1-selective,4.45353266088765,2.3976148577764818
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2cccc(C#N)c2)CC1,JAK1-selective,4.5429547142520805,1.120560525022384
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2cccc(Cl)c2)CC1,JAK1-selective,4.57235372706153,1.6557273249586961
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2cccc(F)c2)CC1,JAK1-selective,4.777934213812276,1.6299573805798702
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2cccc(O)c2)CC1,JAK1-selective,3.900478998220559,2.5650211777358987
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2ccccc2)CC1,JAK1-selective,4.783008904846561,1.65079862396207
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2ccccc2Cl)CC1,JAK1-selective,4.318342927647993,2.922353456245512
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2ccccc2F)CC1,JAK1-selective,4.085566232986771,2.8502655076444223
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2ccccc2O)CC1,JAK1-selective,3.734178400120276,4.5783882756565495
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2ccccn2)CC1,JAK1-selective,4.56638322593126,1.5443658838385528
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2cccnc2)CC1,JAK1-selective,4.373473508936768,1.510087808561153
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2ccncc2)CC1,JAK1-selective,5.314383619761608,1.47861286646195
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NS(=O)(=O)c2cccc(F)c2)CC1,JAK1-selective,4.861486715317359,1.965968436107088
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(Nc2cc(F)ccc2F)CC1,JAK1-selective,4.935548396933073,1.8016656092609629
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(Nc2ccc(Cl)cc2)CC1,JAK1-selective,5.660691335519264,1.752787717282575
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(Nc2ccc(F)c(F)c2)CC1,JAK1-selective,5.3397131015711,1.179877774734274
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(Nc2ccc(F)cc2)CC1,JAK1-selective,5.512002719038677,1.7552215047408817
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(Nc2ccc(F)cc2F)CC1,JAK1-selective,4.987337206881307,1.154429857974643
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(Nc2cccc(Cl)c2)CC1,JAK1-selective,5.265990903355347,1.386743698195775
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(Nc2cccc(F)c2)CC1,JAK1-selective,5.136097622791192,1.2875126299621587
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(Nc2ccccc2)CC1,JAK1-selective,4.919145695236337,1.7646390227247564
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(Nc2ccccc2Cl)CC1,JAK1-selective,5.032023836363034,1.3836141607882055
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(Nc2ccccc2F)CC1,JAK1-selective,4.371797715488588,1.517132969709341
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(Nc2ccccn2)CC1,JAK1-selective,5.042882263989561,1.369528792795202
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)C2(C(F)(F)F)CC2)CC1,JAK1-selective,5.047100179747527,1.0441256783343051
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)C2CC(F)(F)C2)CC1,JAK1-selective,4.579037573911563,0.4739214887216427
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)CC(F)(F)F)CC1,JAK1-selective,5.08781490442406,1.6399028315723039
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)CC2CC2)CC1,JAK1-selective,4.41945905575144,0.24613974861416837
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)CC2CCCO2)CC1,JAK1-selective,5.282198725515415,0.3949289378760198
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)CCC(F)(F)F)CC1,JAK1-selective,4.664329052082682,2.256263618074722
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)Cn2ccnc2)CC1,JAK1-selective,4.397126823999539,0.9499150011482074
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)OC2CCOC2)CC1,JAK1-selective,6.791602355500225,1.8216240594545803
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)OC2CCOCC2)CC1,JAK1-selective,6.283920367632594,1.7199819040393398
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)OCC(F)(F)F)CC1,JAK1-selective,5.442069595377669,1.4123266444061502
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)OCC(F)F)CC1,JAK1-selective,5.518733220511779,1.1819036243921328
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)OCC2CC2)CC1,JAK1-selective,5.018303397282508,0.22267745916197837
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)O[C@@H]2CCOC2)CC1,JAK1-selective,6.791602355500225,1.8216240594545803
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)O[C@H]2CCOC2)CC1,JAK1-selective,6.791602355500225,1.8216240594545803
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(CC2CCCCC2)CC1,JAK1-selective,4.92062574009137,0.4886166222129667
