,Ligand SMILES,JAK2 Ki (nM),JAK1 Ki (nM)
5902,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)c3cncc(F)c3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55,0.55
5903,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4C(=O)c3cncc(c3)C#N)n2)n[nH]1 |r,TLB:24:23:15.22.16:20.18.19|", 0.55, 0.55
5904,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4C(=O)c3cncc(c3)C#N)n2)n[nH]1 |r,TLB:24:23:15.22.16:20.18.19|", 0.55,0.55
5905,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4C(=O)c3cncc(c3)C#N)n2)n[nH]1 |r,TLB:24:23:15.22.16:20.18.19|", 0.55, 0.55
5906,CCC(C)OC(=O)N1[C@H]2CCC[C@@H]1C[C@H](C2)N(C)c1nc(Nc2cc(CO)[nH]n2)cc(OC)n1, 0.55, 0.55
5907,"CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCN(C[C@@H](C)CO)CC1 |r,t:28|", 0.55, 0.55
5908,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4S(=O)(=O)C3CNC3)n2)n[nH]1 |r,TLB:24:23:20.19.18:15.22.16|", 0.55, 0.55
5909,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4S(=O)(=O)C3CNC3)n2)n[nH]1 |r,TLB:24:23:20.19.18:15.22.16|", 0.55, 0.55
5910,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4S(=O)(=O)C3CNC3)n2)n[nH]1 |r,TLB:24:23:20.19.18:15.22.16|", 0.55,0.55
5911,COc1cc(Nc2cc(CO)[nH]n2)nc(n1)N(C)[C@H]1C[C@@H]2CCC[C@H](C1)N2CC1CC1C#N, 0.55, 0.55
5912,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCCN(CCO)C1 |t:28|, 0.55, 0.55
5913,COc1cc(Nc2cc(CO)[nH]n2)nc(n1)N(C)[C@H]1C[C@@H]2CCC[C@H](C1)N2CCC#N, 0.55, 0.55
5914,COc1cc(Nc2cc(CO)[nH]n2)nc(n1)N(C)[C@H]1C[C@@H]2CCC[C@H](C1)N2CCC#N, 0.55,0.55
5915,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4C(=O)OCC=C)n2)n[nH]1 |r,TLB:24:23:15.22.16:20.18.19|", 0.55, 0.55
5916,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4C(=O)OCC=C)n2)n[nH]1 |r,TLB:24:23:15.22.16:20.18.19|", 0.55,0.55
5917,COC(=O)CN1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12, 0.55, 0.55
5918,"CC(C)COC(=O)N1[C@H]2CCC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:5:7:14.13.15:11.9.10|", 0.55, 0.55
5919,"CC(C)COC(=O)N1[C@H]2CCC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:5:7:14.13.15:11.9.10|", 0.55,0.55
5920,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4S(=O)(=O)Cc3cccnc3)n2)n[nH]1 |r,TLB:24:23:20.19.18:15.22.16|", 0.55, 0.55
5921,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4S(=O)(=O)Cc3cccnc3)n2)n[nH]1 |r,TLB:24:23:20.19.18:15.22.16|", 0.55, 0.55
5922,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4S(=O)(=O)Cc3cccnc3)n2)n[nH]1 |r,TLB:24:23:20.19.18:15.22.16|", 0.55,0.55
5923,COc1cc(Nc2cc(CO)[nH]n2)nc(n1)N(C)[C@H]1C[C@@H]2CCC[C@H](C1)N2C1CCCC1, 0.55, 0.55
5924,Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC(N)=O)n2)n[nH]1, 0.55, 0.55
5925,"CC(C)OC(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:4:6:9.8:12.11.13|", 0.55, 0.55
5926,"CC(C)OC(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:4:6:9.8:12.11.13|", 0.55,0.55
5927,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4S(=O)(=O)c3ccc(C)nc3)n2)n[nH]1 |r,TLB:24:23:20.19.18:15.22.16|", 0.55, 0.55
5928,COc1cc(Nc2cc(CO)[nH]n2)nc(n1)N(C)[C@H]1C[C@@H]2CCC[C@H](C1)N2C(=O)C1CC1, 0.55, 0.55
5929,CNC(=O)CN1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12, 0.55, 0.55
5930,"CCOC(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:3:5:8.7:11.10.12|", 0.55, 0.55
5931,"CCOC(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:3:5:8.7:11.10.12|", 0.55,0.55
5932,COc1cc(Nc2cc(CO)[nH]n2)nc(n1)N(C)[C@H]1C[C@@H]2CCC[C@H](C1)N2C, 0.55, 0.55
5933,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCN(CCC(C)(C)O)CC1 |t:28|, 0.55, 0.55
5934,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4S(=O)(=O)Cc3ccccc3)n2)n[nH]1 |r,TLB:24:23:20.19.18:15.22.16|", 0.55, 0.55
5935,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4S(=O)(=O)Cc3ccccc3)n2)n[nH]1 |r,TLB:24:23:20.19.18:15.22.16|", 0.55,0.55
5936,COc1cc(Nc2cc(CO)[nH]n2)nc(n1)N(C)[C@H]1C[C@@H]2CCC[C@H](C1)N2C(=O)N1CCOCC1, 0.55, 0.55
5937,COc1cc(Nc2cc(CO)[nH]n2)nc(n1)N(C)[C@H]1C[C@@H]2CCC[C@H](C1)N2C(=O)N1CCOCC1, 0.55, 0.55
5938,"CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCN(C[C@H](C)CO)CC1 |r,t:28|", 0.55, 0.55
5939,CC(C)OC(=O)CN1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12, 0.55, 0.55
5940,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4C(=O)OCC=C)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55, 0.55
5941,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4C(=O)OCC=C)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55,0.55
5942,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCN(CCO)CC1 |t:28|, 0.55, 0.55
5943,COC(=O)N1[C@H]2CCC[C@@H]1C[C@H](C2)N(C)c1nc(Nc2cc(CO)[nH]n2)cc(OC)n1, 0.55, 0.55
5944,COC(=O)N1[C@H]2CCC[C@@H]1C[C@H](C2)N(C)c1nc(Nc2cc(CO)[nH]n2)cc(OC)n1, 0.55, 0.55
5945,Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC(=O)OC(C)(C)C)n2)n[nH]1, 0.55, 0.55
5946,CS(=O)(=O)CCCN1C[C@H]2CN(C[C@H]2C1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F |r|, 0.550, 0.550
5947,"COc1ccc2c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC(F)(F)F)nc(Nc3cc(C)[nH]n3)cc2n1 |r,TLB:16:15:12.11:8.14.9|", 0.55, 0.55
5948,"COc1ccc2c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC(F)(F)F)nc(Nc3cc(C)[nH]n3)cc2n1 |r,TLB:16:15:12.11:8.14.9|", 0.55, 0.55
5949,"COc1ccc2c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC(F)(F)F)nc(Nc3cc(C)[nH]n3)cc2n1 |r,TLB:16:15:12.11:8.14.9|", 0.55,0.55
5950,Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCC(F)(F)F)n2)n[nH]1, 0.55, 0.55
5951,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4C(=O)OCCC#N)n2)n[nH]1 |r,TLB:24:23:15.22.16:20.18.19|", 0.55, 0.55
5952,Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC(=O)N[C@@H]3CCOC3=O)n2)n[nH]1, 0.55, 0.55
5953,Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4C(=O)OCC3CCCCO3)n2)n[nH]1 |TLB:24:23:18.19.20:22.15.16|, 0.55, 0.55
5954,Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4C(=O)OCC3CCCCO3)n2)n[nH]1 |TLB:24:23:18.19.20:22.15.16|, 0.55,0.55
5955,COCC1CCCN1S(=O)(=O)N1[C@H]2CCC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |TLB:8:11:13.14.15:17.18.19|, 0.55, 0.55
5956,COCC1CCCN1S(=O)(=O)N1[C@H]2CCC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |TLB:8:11:13.14.15:17.18.19|, 0.55, 0.55
5957,COCC1CCCN1S(=O)(=O)N1[C@H]2CCC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |TLB:8:11:13.14.15:17.18.19|, 0.55,0.55
5958,"CC(C)S(=O)(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:3:6:9.8:12.11.13|", 0.55, 0.55
5959,"CC(C)S(=O)(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:3:6:9.8:12.11.13|", 0.55,0.55
5960,"CC(C)S(=O)(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:3:6:9.8:12.11.13|", 0.55, 0.55
5961,COc1cc(Nc2cc(CO)[nH]n2)nc(n1)N(C)[C@H]1C[C@@H]2CCC[C@H](C1)N2C1CCC1, 0.55, 0.55
5962,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(C)(=O)=O)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55, 0.55
5963,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(C)(=O)=O)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55,0.55
5964,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(C)(=O)=O)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55, 0.55
5965,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCCN(C1)C(C)CO |t:28|, 0.55, 0.55
5966,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCCN(C1)C(C)CC(C)(C)O |t:28|, 0.55, 0.55
5967,Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC(F)(F)F)n2)n[nH]1, 0.55, 0.55
5968,Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4C(=O)OCC3CC3)n2)n[nH]1 |TLB:24:23:18.19.20:22.15.16|, 0.55, 0.55
5969,Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4C(=O)OCC3CC3)n2)n[nH]1 |TLB:24:23:18.19.20:22.15.16|, 0.55,0.55
5970,"COCCOC(=O)N1[C@H]2CCC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:5:7:14.13.15:11.9.10|", 0.55, 0.55
5971,"COCCOC(=O)N1[C@H]2CCC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:5:7:14.13.15:11.9.10|", 0.55,0.55
5972,Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC(=O)N[C@H]3CCOC3=O)n2)n[nH]1, 0.55, 0.55
5973,CCC(C)COC(=O)N1[C@H]2CCC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |TLB:6:8:10.11.12:14.15.16|, 0.55, 0.55
5974,"CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCCN(C[C@H](C)CO)C1 |r,t:28|", 0.55, 0.55
5975,"CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCCN(C[C@@H](C)CO)C1 |r,t:28|", 0.55, 0.55
5976,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4C(=O)OCC#N)n2)n[nH]1 |r,TLB:24:23:15.22.16:20.18.19|", 0.55, 0.55
5977,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4C(=O)OCC#N)n2)n[nH]1 |r,TLB:24:23:15.22.16:20.18.19|", 0.55,0.55
5978,C(C1Nc2ccccc2-c2ccnc3[nH]cc1c23)c1ccccc1, 1000, 1000
6040,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1)-c1nc(c[nH]1)C1=CCCN(CCCOC)C1 |t:27|, 0.55, 0.55
6041,"CCS(=O)(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2nc(OC)ccc12 |r,TLB:2:5:8.7:12.11.10|", 0.55, 0.55
6042,Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4Cc3ccc(O)cc3)n2)n[nH]1, 0.55, 0.55
6043,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)C3(C)CC3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55, 0.55
6044,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)C3(C)CC3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55, 0.55
6045,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)C3(C)CC3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55,0.55
6046,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCN(CC1)C1COC1 |t:28|, 0.55, 0.55
6047,"COc1ccc2c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCC#N)nc(Nc3cc(C)[nH]n3)cc2n1 |r,TLB:16:15:12.11:8.14.9|", 0.55, 0.55
6048,"COc1ccc2c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCC#N)nc(Nc3cc(C)[nH]n3)cc2n1 |r,TLB:16:15:12.11:8.14.9|", 0.55,0.55
6049,Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4Cc3cccc(O)c3)n2)n[nH]1, 0.55, 0.55
6050,"CCC1(CC1)S(=O)(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:5:8:11.10:14.13.15|", 0.55, 0.55
6051,"CCC1(CC1)S(=O)(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:5:8:11.10:14.13.15|", 0.55, 0.55
6052,"CCC1(CC1)S(=O)(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:5:8:11.10:14.13.15|", 0.55,0.55
6053,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCCN(C1)C1CCOCC1 |t:28|, 0.55, 0.55
6054,Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4Cc3cccnc3)n2)n[nH]1, 0.55, 0.55
6055,"CCN1CC(C1)S(=O)(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:6:9:12.11:15.14.16|", 0.55, 0.55
6056,"CCN1CC(C1)S(=O)(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:6:9:12.11:15.14.16|", 0.55, 0.55
6057,"CCN1CC(C1)S(=O)(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:6:9:12.11:15.14.16|", 0.55,0.55
6058,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCCN(CCCOC)C1 |t:28|, 0.55, 0.55
6059,"COc1ccc2c(N[C@H]3C[C@@H]4CC[C@H](C3)N4C(=O)C3(CC3)C(F)(F)F)nc(Nc3cc(C)[nH]n3)cc2n1 |r,TLB:16:15:12.11:8.14.9|", 0.55, 0.55
6060,"COc1ccc2c(N[C@H]3C[C@@H]4CC[C@H](C3)N4C(=O)C3(CC3)C(F)(F)F)nc(Nc3cc(C)[nH]n3)cc2n1 |r,TLB:16:15:12.11:8.14.9|", 0.55, 0.55
6061,"COc1ccc2c(N[C@H]3C[C@@H]4CC[C@H](C3)N4C(=O)C3(CC3)C(F)(F)F)nc(Nc3cc(C)[nH]n3)cc2n1 |r,TLB:16:15:12.11:8.14.9|", 0.55,0.55
6062,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCCN(CC2COC2)C1 |t:28|, 0.55, 0.55
6063,Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4Cc3ccncc3)n2)n[nH]1, 0.55, 0.55
6064,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)C3CNC3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55, 0.55
6065,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)C3CNC3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55, 0.55
6066,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)C3CNC3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55,0.55
6067,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCN(CCCOC)CC1 |t:28|, 0.55, 0.55
6068,CCC(CC#N)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12, 0.55, 0.55
6069,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)C3CC3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55, 0.55
6070,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)C3CC3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55, 0.55
6071,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)C3CC3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55,0.55
6072,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1)-c1nc(c[nH]1)C1=CCN(CC1)C1COC1 |t:27|, 0.55, 0.55
6073,"CC(C)CS(=O)(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:4:7:10.9:13.12.14|", 0.55, 0.55
6074,"CC(C)CS(=O)(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:4:7:10.9:13.12.14|", 0.55, 0.55
6075,"CC(C)CS(=O)(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:4:7:10.9:13.12.14|", 0.55,0.55
6083,CCC(C)N1CC(C1)N1CCc2[nH]c(nc2C1)-c1n[nH]c2cc(ccc12)-c1cc(F)c(O)cc1CC, 0.55, 0.55
6084,CCC(C)N1CC(C1)N1CCc2[nH]c(nc2C1)-c1n[nH]c2cc(ccc12)-c1cc(F)c(O)cc1CC, 0.55,0.55
6085,CCC(C)N1CC(C1)N1CCc2[nH]c(nc2C1)-c1n[nH]c2cc(ccc12)-c1cc(F)c(O)cc1CC, 0.55,0.55
6088,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCN(CC2CCCOC2)CC1 |t:28|, 0.55, 0.55
6089,Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC3CCOCC3)n2)n[nH]1, 0.55, 0.55
6090,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)N3CCC3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55, 0.55
6091,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)N3CCC3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55, 0.55
6092,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)N3CCC3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55,0.55
6093,CC(CC#N)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12, 0.55, 0.55
6094,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)C3CCCC3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55, 0.55
6095,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)C3CCCC3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55, 0.55
6096,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)C3CCCC3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55,0.55
6097,"Cc1cc(Nc2cc3nc(CN4CCOCC4)ccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4C(=O)OCC=C)n2)n[nH]1 |r,TLB:30:29:26.25:22.28.23|", 0.55, 0.55
6098,"Cc1cc(Nc2cc3nc(CN4CCOCC4)ccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4C(=O)OCC=C)n2)n[nH]1 |r,TLB:30:29:26.25:22.28.23|", 0.55, 0.55
6099,"Cc1cc(Nc2cc3nc(CN4CCOCC4)ccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4C(=O)OCC=C)n2)n[nH]1 |r,TLB:30:29:26.25:22.28.23|", 0.55,0.55
6100,Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4[C@H]3CCOC3=O)n2)n[nH]1, 0.55, 0.55
6101,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1)-c1nc(c[nH]1)C1=CCN(CC(=O)NC(C)(C)C)CC1 |t:27|, 0.55, 0.55
6102,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1)-c1nc(c[nH]1)C1=CCN(CCSC)CC1 |t:27|, 0.55, 0.55
6103,Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4[C@@H]3CCOC3=O)n2)n[nH]1, 0.55, 0.55
6104,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)c3cncc(F)c3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55, 0.55
6105,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)c3cncc(F)c3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55, 0.55
6106,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)c3cncc(F)c3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|", 0.55,0.55
6107,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCN(CCS(C)(=O)=O)CC1 |t:28|, 0.55, 0.55
6109,"Cc1cc(Nc2cc3nc(CO)ccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCCF)n2)n[nH]1 |r,TLB:25:24:21.20:18.17.23|", 0.55, 0.55
6110,"Cc1cc(Nc2cc3nc(CO)ccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCCF)n2)n[nH]1 |r,TLB:25:24:21.20:18.17.23|", 0.55, 0.55
6111,"CC(C)CS(=O)(=O)N1[C@H]2CCC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:4:7:11.10.9:14.13.15|", 0.55, 0.55
6112,"CC(C)CS(=O)(=O)N1[C@H]2CCC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:4:7:11.10.9:14.13.15|", 0.55, 0.55
