,smiles,JAK1_IC50_nM,JAK2_IC50_nM,JAK1_pIC50,JAK2_pIC50,delta_pIC50,scaffold
0,BrC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,0.4,3.0,9.397940008672037,8.522878745280337,-0.8750612633917001,c1cc2c(ncn3nnc(C4CCCCC4)c23)[nH]1
1,Brc1cc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)sc1Br,21.0,71.0,7.6777807052660805,7.1487416512809245,-0.5290390539851559,c1csc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c1
2,Brc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,1.1,6.1,8.958607314841775,8.214670164989233,-0.7439371498525418,c1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1
3,Brc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)o1,1.4,2.8,8.853871964321762,8.55284196865778,-0.30102999566398125,c1coc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c1
4,Brc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)s1,0.79,4.6,9.102372908709558,8.337242168318426,-0.7651307403911325,c1csc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c1
5,Brc1csc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c1,1.5,10.0,8.823908740944319,8.0,-0.8239087409443187,c1csc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c1
6,Brc1nc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)sc1Br,21.0,71.0,7.6777807052660805,7.1487416512809245,-0.5290390539851559,c1csc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)n1
7,Brc1ncc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)s1,1.0,2.3,9.0,8.638272163982407,-0.36172783601759306,c1cc2c(ncn3nnc(C4CCN(Cc5cncs5)CC4)c23)[nH]1
8,C#CCC1(n2cc(-c3c(C)n[nH]c3C)cn2)CN(c2cnc(C(=O)NC(C)C)cn2)C1,300.0,650.0,6.522878745280337,6.187086643357144,-0.3357921019231931,c1cnc(N2CC(n3cc(-c4cn[nH]c4)cn3)C2)cn1
9,C#CCC1(n2cc(-c3c(C)n[nH]c3C)cn2)CN(c2cnc(C(=O)N[C@@H](C)C(F)(F)F)cn2)C1,300.0,650.0,6.522878745280337,6.187086643357144,-0.3357921019231931,c1cnc(N2CC(n3cc(-c4cn[nH]c4)cn3)C2)cn1
10,C#CCC1(n2cc(-c3c[nH]nc3C)c(CO)n2)CN(c2cc(F)c(C(=O)N[C@@H](C)C(F)(F)F)cc2F)C1,300.0,1000.0,6.522878745280337,6.0,-0.5228787452803374,c1ccc(N2CC(n3cc(-c4cn[nH]c4)cn3)C2)cc1
11,C#CCC1(n2cc(-c3c[nH]nc3CC)cn2)CN(c2cnc(C(=O)N[C@@H](C)C(F)(F)F)cn2)C1,650.0,1000.0,6.187086643357144,6.0,-0.1870866433571443,c1cnc(N2CC(n3cc(-c4cn[nH]c4)cn3)C2)cn1
12,C#CCC1(n2cc(-c3c[nH]nc3CO)cn2)CN(c2cc(F)c(C(=O)N[C@@H](C)C(F)(F)F)cc2F)C1,650.0,1000.0,6.187086643357144,6.0,-0.1870866433571443,c1ccc(N2CC(n3cc(-c4cn[nH]c4)cn3)C2)cc1
13,C#CCCOC(=O)N1CC[C@@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1,9.0,154.0,8.045757490560675,6.812479279163537,-1.2332782113971374,c1ccc(Nc2ccn(C3CCNCC3)n2)cc1
14,C#CCCOC(=O)N1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1,209.0,1386.0,6.679853713888946,5.858236769724212,-0.8216169441647336,c1ccc(Nc2ccn(C3CCNCC3)n2)cc1
15,C#CCN(c1ccc(C#N)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,0.055,10.259637310505756,10.259637310505756,0.0,c1ccc(N[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)nc1
16,C#CCNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,8.5,44.0,8.070581074285707,7.356547323513812,-0.714033750771895,c1cc2c(ncn3nnc(C4CCCCC4)c23)[nH]1
17,C#Cc1ccc(C(=O)c2ccc(-c3nc4cnc5[nH]ccc5c4n3[C@H]3CC[C@H](CC#N)CC3)cc2)cc1,2.0,30.7,8.698970004336019,7.512861624522813,-1.1861083798132057,O=C(c1ccccc1)c1ccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)cc1
18,C#Cc1ccc(C(=O)c2ccc(CCc3nc4cnc5[nH]ccc5c4n3[C@H]3CC[C@H](CC#N)CC3)cc2)cc1,1.5,80.9,8.823908740944319,7.092051478387727,-1.7318572625565913,O=C(c1ccccc1)c1ccc(CCc2nc3cnc4[nH]ccc4c3n2C2CCCCC2)cc1
19,C#Cc1ccc(C(=O)c2ccc(COCc3nc4cnc5[nH]ccc5c4n3[C@H]3CC[C@H](CC#N)CC3)cc2)cc1,0.7,19.4,9.154901959985743,7.712198270069774,-1.4427036899159686,O=C(c1ccccc1)c1ccc(COCc2nc3cnc4[nH]ccc4c3n2C2CCCCC2)cc1
20,C#Cc1ccc(C(=O)c2ccc(OCc3nc4cnc5[nH]ccc5c4n3[C@H]3CC[C@H](CC#N)CC3)cc2)cc1,0.8,15.7,9.096910013008056,7.804100347590766,-1.2928096654172903,O=C(c1ccccc1)c1ccc(OCc2nc3cnc4[nH]ccc4c3n2C2CCCCC2)cc1
21,C(=C/c1ccco1)\CN1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,26.0,250.0,7.585026652029182,6.6020599913279625,-0.9829666607012193,C(=C/c1ccco1)\CN1CCC(c2nnn3cnc4[nH]ccc4c23)CC1
22,C/C(Nc1cccc(-c2cnc3ccccc3n2)c1)=C1/CCOC1=O,10000.0,10000.0,5.0,5.0,0.0,O=C1OCCC1=CNc1cccc(-c2cnc3ccccc3n2)c1
23,C/C=C/C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,2.0,64.0,8.698970004336019,7.1938200260161125,-1.5051499783199063,c1ccc(Nc2ccn(C3CCNCC3)n2)cc1
24,C=C(CO)n1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)n2)cn1,1632.0,1273.0,5.787279845582158,5.895171596346344,0.10789175076418633,c1cnc2cc(-c3cn[nH]c3)nc(-c3ccn(C4CNC4)n3)c2c1
25,C=C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,8.1,27.0,8.09151498112135,7.568636235841013,-0.5228787452803365,C=C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1
26,C=CC(=O)N(C)c1cc(Nc2ncc(Cl)c(NCCCNC(=O)c3ccc(C#N)cc3)n2)ccc1F,105.0,1404.0,6.978810700930062,5.852632892206214,-1.126177808723848,O=C(NCCCNc1ccnc(Nc2ccccc2)n1)c1ccccc1
27,C=CC(=O)N(C)c1cc(Nc2ncc(Cl)c(NCCCNC(=O)c3ccc(C(F)(F)F)cc3)n2)ccc1F,279.0,10000.0,6.554395796726403,5.0,-1.5543957967264026,O=C(NCCCNc1ccnc(Nc2ccccc2)n1)c1ccccc1
28,C=CC(=O)N(C)c1cc(Nc2ncc(Cl)c(NCCCNC(=O)c3ccc(F)cc3)n2)ccc1F,173.0,1915.0,6.761953896871205,5.717831221695358,-1.0441226751758466,O=C(NCCCNc1ccnc(Nc2ccccc2)n1)c1ccccc1
29,C=CC(=O)N[C@H]1CC[C@H](Cn2ccc3cnc(Nc4cnn(CC(=O)OCC)c4)nc32)CC1,550.0,550.0,6.259637310505756,6.259637310505756,0.0,c1n[nH]cc1Nc1ncc2ccn(CC3CCCCC3)c2n1
30,C=CC(=O)Nc1cccc(-c2cnc3ccccc3n2)c1,10000.0,10000.0,5.0,5.0,0.0,c1ccc(-c2cnc3ccccc3n2)cc1
31,C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(CCCCNC(=O)CC5C6C[C@H]7CC5C[C@@H](C6)C7)CC4)cc3)ncc2Cl)c1,252.0,415.0,6.598599459218456,6.3819519032879075,-0.21664755593054874,O=C(CC1C2C[C@H]3CC1C[C@@H](C2)C3)NCCCCN1CCN(c2ccc(Nc3nccc(NCc4ccccc4)n3)cc2)CC1
32,C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(CCCNC(=O)CC5C6CC7CC(C6)CC5C7)CC4)cc3)ncc2Cl)c1,1120.0,1215.0,5.950781977329818,5.915423722065669,-0.03535825526414893,O=C(CC1C2CC3CC(C2)CC1C3)NCCCN1CCN(c2ccc(Nc3nccc(NCc4ccccc4)n3)cc2)CC1
33,C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(CCCNC(=O)CC5C6CC7CC(C6)CC5C7)CC4)cc3OC)ncc2Cl)c1,3353.0,3110.0,5.47456644657118,5.507239610973162,0.03267316440198176,O=C(CC1C2CC3CC(C2)CC1C3)NCCCN1CCN(c2ccc(Nc3nccc(NCc4ccccc4)n3)cc2)CC1
34,C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(CCNC(=O)CC5C6CC7CC(C6)CC5C7)CC4)cc3OC)ncc2Cl)c1,4043.0,8336.0,5.393296258666326,5.079042294044551,-0.31425396462177524,O=C(CC1C2CC3CC(C2)CC1C3)NCCN1CCN(c2ccc(Nc3nccc(NCc4ccccc4)n3)cc2)CC1
35,C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(C4CCN(C(=O)CC5C6CC7CC(C6)CC5C7)CC4)c3)ncc2Cl)c1,2084.0,3176.0,5.681102285372513,5.498119506244941,-0.18298277912757221,O=C(CC1C2CC3CC(C2)CC1C3)N1CCC(n2cc(Nc3nccc(NCc4ccccc4)n3)cn2)CC1
36,C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(C4CCN(CCNC(=O)CC5C6CC7CC(C6)CC5C7)CC4)c3)ncc2Cl)c1,954.0,1443.0,6.020451625295905,5.8407336689065055,-0.1797179563893998,O=C(CC1C2CC3CC(C2)CC1C3)NCCN1CCC(n2cc(Nc3nccc(NCc4ccccc4)n3)cn2)CC1
37,C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(CCN4CCN(C(=O)CC5C6CC7CC(C6)CC5C7)CC4)c3)ncc2Cl)c1,1107.0,1371.0,5.955852379121277,5.862962545210487,-0.09288983391078975,O=C(CC1C2CC3CC(C2)CC1C3)N1CCN(CCn2cc(Nc3nccc(NCc4ccccc4)n3)cn2)CC1
38,C=CC(=O)Nc1cccc(Cn2ccc3cnc(Nc4cnn(CC(=O)OCC)c4)nc32)c1,550.0,550.0,6.259637310505756,6.259637310505756,0.0,c1ccc(Cn2ccc3cnc(Nc4cn[nH]c4)nc32)cc1
39,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,3270.0,501.0,5.485452247339714,6.300162274132754,0.8147100267930405,c1ccc(Oc2nc(Nc3ccc(N4CCNCC4)cc3)nc3[nH]ccc23)cc1
40,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3[nH]ccc23)c1,3220.0,570.0,5.492144128304169,6.2441251443275085,0.7519810160233398,c1ccc(Oc2nc(Nc3ccc(N4CCNCC4)cc3)nc3[nH]ccc23)cc1
41,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)nc3)nc3[nH]ccc23)c1,14000.0,2060.0,4.853871964321762,5.686132779630847,0.8322608153090849,c1ccc(Oc2nc(Nc3ccc(N4CCNCC4)nc3)nc3[nH]ccc23)cc1
42,C=CCC(=O)Nc1cccc(-c2cnc3ccccc3n2)c1,10000.0,10000.0,5.0,5.0,0.0,c1ccc(-c2cnc3ccccc3n2)cc1
43,C=CC[C@H](Cn1ccc2cnc(Nc3cnn(CC(=O)OC(C)C)c3)nc21)C(C)C,100.0,100.0,7.0,7.0,0.0,c1cc2cnc(Nc3cn[nH]c3)nc2[nH]1
44,C=C[C@@]1(O)CC[C@H](n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@@H](C#N)C1,0.85,6.0,9.070581074285707,8.221848749616356,-0.848732324669351,c1ccc(Nc2ccn(C3CCCCC3)n2)cc1
45,C=C[C@]1(O)CC[C@H](n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@@H](C#N)C1,3.0,25.0,8.522878745280337,7.6020599913279625,-0.9208187539523749,c1ccc(Nc2ccn(C3CCCCC3)n2)cc1
46,C=Cc1cncnc1N(C)[C@H]1C[C@@H](NS(=O)(=O)[C@@H]2CC[C@@H](C#N)C2)C1,8.0,805.0,8.096910013008056,6.094204119632131,-2.002705893375925,O=S(=O)(N[C@H]1C[C@@H](Nc2ccncn2)C1)C1CCCC1
47,CC#CCn1ccc2cnc(Nc3cnn(CC(=O)OCC)c3)nc21,550.0,550.0,6.259637310505756,6.259637310505756,0.0,c1cc2cnc(Nc3cn[nH]c3)nc2[nH]1
48,CC(=N)/C(=C1\NC=Nc2ccsc21)[C@H]1CC[C@H](CC#N)CC1,100.0,100.0,7.0,7.0,0.0,C1=Nc2ccsc2C(=CC2CCCCC2)N1
49,CC(=N)/C(=C1\NC=Nc2ccsc21)c1ccc(CC#N)cc1,100.0,1000.0,7.0,6.0,-1.0,C1=Nc2ccsc2C(=Cc2ccccc2)N1
50,CC(=N)NC(=N)c1n[nH]c2cc(-c3cc(F)c(O)cc3CC(F)(F)F)nc(NCc3ccccc3N(C)S(C)(=O)=O)c12,27.5,129.0,7.560667306169737,6.889410289700751,-0.671257016468986,c1ccc(CNc2nc(-c3ccccc3)cc3[nH]ncc23)cc1
51,CC(=N)NCc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,0.4,14.0,9.397940008672037,7.853871964321762,-1.5440680443502757,c1cc2c(ncc3ncn(C4CCCCC4)c32)[nH]1
52,CC(=O)C1CCCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)C1,7.07,21.9,8.1505805862031,7.6595558851598815,-0.4910247010432185,O=S(=O)(C[C@H]1CC[C@H](Nc2ncnc3[nH]ccc23)CC1)N1CCCCC1
53,CC(=O)N(C)C1CC(CC#N)(n2ccc(-c3nc(-c4cc[nH]n4)cc4ncccc34)n2)C1,3111.69,2295.37,5.507003675819702,5.639147298794887,0.13214362297518534,c1cnc2cc(-c3cc[nH]n3)nc(-c3ccn(C4CCC4)n3)c2c1
54,CC(=O)N1C2CC1CN(C1CCN(c3ccc(Nc4nccc(-c5ccc(C(=O)NCC#N)cc5)n4)cc3)CC1)C2,8.8,5.0,8.05551732784983,8.301029995663981,0.24551266781415038,c1ccc(-c2ccnc(Nc3ccc(N4CCC(N5CC6CC(C5)N6)CC4)cc3)n2)cc1
55,CC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,94.0,510.0,7.026872146400302,6.292429823902063,-0.7344423224982384,c1ccc(Nc2ccn(C3CNC3)n2)cc1
56,CC(=O)N1CC(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)C1,33.0,991.0,7.481486060122112,6.003926345514724,-1.4775597146073878,O=S(=O)(C[C@H]1C[C@@H](Nc2ncnc3[nH]ccc23)C1)C1CNC1
57,CC(=O)N1CC(c2nc3cnc4[nH]ccc4c3n2[C@H]2CC[C@H](CC#N)CC2)C1,1.1,315.0,8.958607314841775,6.501689446210399,-2.4569178686313755,c1cc2c(ncc3nc(C4CNC4)n(C4CCCCC4)c32)[nH]1
58,CC(=O)N1CC2(C1)CC(CC#N)(n1ccc(-c3nc(-c4cc[nH]n4)cc4ncccc34)n1)C2,10000.0,5634.0,5.0,5.249183157350245,0.2491831573502452,c1cnc2cc(-c3cc[nH]n3)nc(-c3ccn(C4CC5(CNC5)C4)n3)c2c1
59,CC(=O)N1CCC(c2nc3cnc4[nH]ccc4c3n2[C@H]2CC[C@H](CC#N)CC2)CC1,1.6,125.0,8.795880017344075,6.903089986991944,-1.8927900303521312,c1cc2c(ncc3nc(C4CCNCC4)n(C4CCCCC4)c32)[nH]1
60,CC(=O)N1CCN(C2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)CC1,13.0,225.0,7.886056647693163,6.647817481888637,-1.2382391658045258,c1ccc(Nc2ccn(C3CCC(N4CCNCC4)CC3)n2)cc1
61,CC(=O)N1CCN(Cc2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)CC1,334.3,848.7,6.475863623407432,6.071245797823346,-0.40461782558408554,O=C(Nc1nc2cccc(-c3ccc(CN4CCNCC4)cc3)n2n1)C1CC1
62,CC(=O)N1CCN(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)CC1,27.0,1292.0,7.568636235841013,5.8887374863409345,-1.6798987495000786,O=S(=O)(C[C@H]1C[C@@H](Nc2ncnc3[nH]ccc23)C1)N1CCNCC1
63,CC(=O)N1CCN(S(=O)(=O)c2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)cc3C(N)=O)cc2)CC1,0.5,1.0,9.301029995663981,9.0,-0.30102999566398125,O=S(=O)(c1ccc(Nc2ccn(C3CCCCC3)n2)cc1)N1CCNCC1
64,CC(=O)N1CCc2[nH]c(-c3n[nH]c4nc(-c5cc(F)c(O)cc5CC(F)(F)F)nc(NCc5cc(O)ccc5N(C)S(C)(=O)=O)c34)nc2C1,3.2,14.4,8.494850021680094,7.841637507904751,-0.6532125137753431,c1ccc(CNc2nc(-c3ccccc3)nc3[nH]nc(-c4nc5c([nH]4)CCNC5)c23)cc1
65,CC(=O)N1Cc2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2C1,230.0,920.0,6.638272163982407,6.036212172654444,-0.6020599913279625,O=c1[nH]ccc2c1c(Nc1ccc3c(c1)CNC3)nn2C1CCCCC1
66,CC(=O)NC(C)c1nc2cnc3ccsc3c2n1[C@H]1CC[C@H](CC#N)OC1,1000.0,14142.1,6.0,4.849486096147707,-1.1505139038522927,c1cc2ncc3ncn([C@H]4CCCOC4)c3c2s1
67,CC(=O)NC1CC(CC#N)(n2ccc(-c3nc(-c4cc[nH]n4)cc4ncccc34)n2)C1,5827.0,3429.0,5.23455498190985,5.464832514885056,0.23027753297520626,c1cnc2cc(-c3cc[nH]n3)nc(-c3ccn(C4CCC4)n3)c2c1
68,CC(=O)NCC1CCCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)C1,1.66,15.2,8.779891911959945,7.818156412055227,-0.9617354999047176,O=S(=O)(C[C@H]1CC[C@H](Nc2ncnc3[nH]ccc23)CC1)N1CCCCC1
69,CC(=O)NC[C@H]1CC[C@H](n2c([C@@H](C)O)nc3cnc4ccsc4c32)CC1,100.0,2000.0,7.0,5.698970004336019,-1.3010299956639813,c1cc2ncc3ncn(C4CCCCC4)c3c2s1
70,CC(=O)NCc1cc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)ccc1S(=O)(=O)N(C)C,100.0,790.0,7.0,6.102372908709558,-0.8976270912904418,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCCCC1
71,CC(=O)N[C@@H]1CCN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,4.8,57.0,8.318758762624412,7.2441251443275085,-1.0746336182969038,c1cc2c(ncn3nnc([C@H]4CC[C@H](CN5CCCC5)CC4)c23)[nH]1
72,CC(=O)N[C@H]1CCN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,27.0,230.0,7.568636235841013,6.638272163982407,-0.9303640718586061,c1cc2c(ncn3nnc([C@H]4CC[C@H](CN5CCCC5)CC4)c23)[nH]1
73,CC(=O)Nc1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)n2)cnc1C,4346.0,6626.0,5.361910278015494,5.178748568454059,-0.18316170956143552,c1cncc(-c2cc3ncccc3c(-c3ccn(C4CNC4)n3)n2)c1
74,CC(=O)Nc1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)n2)cnc1NC(C)=O,5764.0,7898.0,5.239276027858049,5.1024828705994745,-0.1367931572585741,c1cncc(-c2cc3ncccc3c(-c3ccn(C4CNC4)n3)n2)c1
75,CC(=O)Nc1ccc(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)cc1,7.0,128.0,8.154901959985743,6.892790030352131,-1.2621119296336119,c1ccc(CN2CCC(n3ccc(Nc4ccccc4)n3)CC2)cc1
76,CC(=O)Nc1cccc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)n1,208.06,71.5192,6.681811405848204,7.145577352119419,0.4637659462712156,c1ccc(-c2cc(-c3cnn(C4CCC4)n3)c3cccnc3c2)nc1
77,CC(=O)OCC(=O)Nc1cccc(-c2cnc3ccccc3n2)c1,10000.0,10000.0,5.0,5.0,0.0,c1ccc(-c2cnc3ccccc3n2)cc1
78,CC(=O)OC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,2.1,7.7,8.67778070526608,8.113509274827518,-0.5642714304385628,c1cc2c(ncn3nnc(C4CCCCC4)c23)[nH]1
79,CC(=O)SCC(=O)Nc1cccc(-c2cnc3ccccc3n2)c1,10000.0,10000.0,5.0,5.0,0.0,c1ccc(-c2cnc3ccccc3n2)cc1
80,CC(=O)SC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,0.94,2.8,9.0268721464003,8.55284196865778,-0.4740301777425202,c1cc2c(ncn3nnc(C4CCCCC4)c23)[nH]1
81,CC(=O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)cc1,0.2,3.0,9.698970004336019,8.522878745280337,-1.1760912590556813,c1ccc(Nc2ccn(C3CCNCC3)n2)cc1
82,CC(=O)c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)cc2C(N)=O)cc1,0.3,2.0,9.522878745280337,8.698970004336019,-0.8239087409443187,c1ccc(Nc2ccn(C3CCCCC3)n2)cc1
83,CC(=O)c1ccc(Nc2nn([C@H]3CC[C@@H](N4CCC4)C[C@@H]3C#N)cc2C(N)=O)cc1,0.4,18.0,9.397940008672037,7.7447274948966935,-1.653212513775344,c1ccc(Nc2ccn([C@H]3CC[C@@H](N4CCC4)CC3)n2)cc1
84,CC(=O)c1ccc(Nc2nn([C@H]3CC[C@H](N4CCC4)C[C@@H]3C#N)cc2C(N)=O)cc1,0.3,9.0,9.522878745280337,8.045757490560675,-1.4771212547196626,c1ccc(Nc2ccn([C@H]3CC[C@H](N4CCC4)CC3)n2)cc1
85,CC(=O)c1cccc(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)c1,4.0,86.0,8.397940008672037,7.0655015487564325,-1.332438459915605,O=C(Nc1ccccc1)N1CC(n2ccc(Nc3ccccc3)n2)C1
86,CC(=O)c1cnc(-c2cnc3[nH]ccc3c2N[C@@H]2CCCN(C(=O)CC#N)C2)o1,10.0,55.0,8.0,7.259637310505756,-0.7403626894942441,c1coc(-c2cnc3[nH]ccc3c2N[C@@H]2CCCNC2)n1
87,CC(C#N)=C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,20.0,55.0,7.698970004336019,7.259637310505756,-0.43933269383026285,C=C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1
88,CC(C#N)C1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(S(C)(=O)=O)CC2)C1,5.0,30.0,8.301029995663981,7.522878745280337,-0.7781512503836439,c1nc(-c2cnn(C3CN(C4CCNCC4)C3)c2)c2cc[nH]c2n1
89,CC(C#N)C1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(C(=O)OC(C)(C)C)CC1,34.0,162.0,7.468521082957745,6.790484985457369,-0.6780360975003754,c1ccc(Nc2ccn(C3CCNCC3)n2)cc1
90,CC(C#N)OC(=O)N1CCC(CC#N)(n2nc(Nc3ccc(S(=O)(=O)N(C)C)cc3)c3c(=O)[nH]ccc32)CC1,0.06,0.1,10.221848749616356,10.0,-0.22184874961635614,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCNCC1
91,CC(C#N)[C@H]1CC[C@@H](c2nnn3cnc4[nH]ccc4c23)CC1,130.0,340.0,6.886056647693163,6.468521082957745,-0.4175355647354184,c1cc2c(ncn3nnc(C4CCCCC4)c23)[nH]1
92,CC(C#N)[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,3.1,6.7,8.508638306165727,8.173925197299173,-0.3347131088665538,c1cc2c(ncn3nnc(C4CCCCC4)c23)[nH]1
93,CC(C#N)c1ccc(-c2cccc3nc(NC(=O)C4CC4)cn23)cc1,750.0,5000.0,6.1249387366083,5.301029995663981,-0.8239087409443187,O=C(Nc1cn2c(-c3ccccc3)cccc2n1)C1CC1
94,CC(C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1)C(F)(F)F,0.3,13.0,9.522878745280337,7.886056647693163,-1.6368220975871743,c1cc(Nc2ccn(C3CCNCC3)n2)ccn1
95,CC(C(=O)O)n1cc(Nc2ncc3ccn(C[C@H]4CC[C@H](O)CC4)c3n2)cn1,100.0,100.0,7.0,7.0,0.0,c1n[nH]cc1Nc1ncc2ccn(CC3CCCCC3)c2n1
96,CC(C)(C#N)CNC(=O)Cc1nc2cnc3[nH]ccc3c2n1C1CCC(CC#N)CC1,0.2,5.6,9.698970004336019,8.2518119729938,-1.4471580313422194,c1cc2c(ncc3ncn(C4CCCCC4)c32)[nH]1
97,CC(C)(C#N)CNC(=O)Cc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,0.2,5.6,9.698970004336019,8.2518119729938,-1.4471580313422194,c1cc2c(ncc3ncn(C4CCCCC4)c32)[nH]1
98,CC(C)(C#N)COC(=O)N1CC[C@@H](C#N)[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,1.0,41.0,9.0,7.3872161432802645,-1.6127838567197355,c1ccc(Nc2ccn([C@H]3CCCNC3)n2)cc1
99,CC(C)(C#N)COC(=O)N1CC[C@@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1,15.0,411.0,7.823908740944319,6.386158178123931,-1.437750562820388,c1ccc(Nc2ccn(C3CCNCC3)n2)cc1
100,CC(C)(C#N)c1ccc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,60.0,192.0,7.221848749616356,6.716698771296451,-0.5051499783199054,O=C(C1CC1)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cccnc3)n1)C2
101,CC(C)(C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1)C(F)(F)F,1.0,28.0,9.0,7.552841968657781,-1.4471580313422194,c1cc(Nc2ccn(C3CCNCC3)n2)ccn1
