,smiles,JAK1_IC50_nM,JAK2_IC50_nM,JAK1_pIC50,JAK2_pIC50,delta_pIC50,scaffold
568,CC(C)OC(=O)Cn1cc(Nc2ncc3ccn(C[C@@H](CCF)C(C)C)c3n2)cn1,100.0,100.0,7.0,7.0,0.0,c1cc2cnc(Nc3cn[nH]c3)nc2[nH]1
569,CC(C)OC(=O)Cn1cc(Nc2ncc3ccn(C[C@@H](CCN(C)C)C(C)C)c3n2)cn1,550.0,550.0,6.259637310505756,6.259637310505756,0.0,c1cc2cnc(Nc3cn[nH]c3)nc2[nH]1
570,CC(C)OC(=O)Cn1cc(Nc2ncc3ccn(C[C@@H](CCO)C(C)C)c3n2)cn1,100.0,100.0,7.0,7.0,0.0,c1cc2cnc(Nc3cn[nH]c3)nc2[nH]1
571,CC(C)OC(=O)Cn1cc(Nc2ncc3ccn(C[C@H]4CC[C@H](O)CC4)c3n2)cn1,100.0,100.0,7.0,7.0,0.0,c1n[nH]cc1Nc1ncc2ccn(CC3CCCCC3)c2n1
572,CC(C)OC(=O)N1CCC(CC#N)(n2nc(Nc3ccc(S(=O)(=O)N(C)C)cc3)c3c(=O)[nH]ccc32)CC1,0.12,0.27,9.920818753952375,9.568636235841012,-0.3521825181113627,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCNCC1
573,CC(C)OC(=O)N1CCC(CC#N)(n2nc(Nc3ccnc(F)c3)c3c(=O)[nH]ccc32)CC1,0.22,3.82,9.657577319177793,8.41793663708829,-1.2396406820895027,O=c1[nH]ccc2c1c(Nc1ccncc1)nn2C1CCNCC1
574,CC(C)OC(=O)NC[C@H]1CC[C@H](n2c(CC#N)nc3cnc4ccsc4c32)CC1,100.0,14142.1,7.0,4.849486096147707,-2.1505139038522927,c1cc2ncc3ncn(C4CCCCC4)c3c2s1
575,CC(C)OC(=O)NC[C@H]1CC[C@H](n2c([C@@H](C)O)nc3cnc4ccsc4c32)CC1,100.0,1000.0,7.0,6.0,-1.0,c1cc2ncc3ncn(C4CCCCC4)c3c2s1
576,CC(C)OC(=O)NC[C@H]1CC[C@H](n2c([C@@H](C)O)nc3cnc4ccsc4c32)CO1,100.0,2000.0,7.0,5.698970004336019,-1.3010299956639813,c1cc2ncc3ncn([C@H]4CCCOC4)c3c2s1
577,CC(C)OC(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc4c(c3)CN(C(C)(C)C)S4(=O)=O)c3c(=O)[nH]ccc32)CO1,0.04,0.06,10.397940008672037,10.221848749616356,-0.17609125905568135,O=c1[nH]ccc2c1c(Nc1ccc3c(c1)CNS3(=O)=O)nn2C1CCCOC1
578,CC(C)OC(=O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)cc1,2.0,20.0,8.698970004336019,7.698970004336019,-1.0,c1ccc(Nc2ccn(C3CCNCC3)n2)cc1
579,CC(C)OC(=O)c1ccc2cc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)ccc2n1,160.0,1930.0,6.795880017344075,5.714442690992226,-1.0814373263518489,O=c1[nH]ccc2c1c(Nc1ccc3ncccc3c1)nn2CC1CC1
580,CC(C)OC(=O)c1ccc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2n1,260.0,3800.0,6.585026652029182,5.42021640338319,-1.164810248645992,O=c1[nH]ccc2c1c(Nc1ccc3ncccc3c1)nn2C1CCCCC1
581,CC(C)OC(=O)c1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F,12.0,1.0,7.920818753952375,9.0,1.079181246047625,c1ccn2ncc(-c3nccc(N[C@@H]4CCCNC4)n3)c2c1
582,CC(C)Oc1ccc(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)cc1,36.0,809.0,7.443697499232712,6.092051478387727,-1.351646020844985,c1ccc(CN2CCC(n3ccc(Nc4ccccc4)n3)CC2)cc1
583,CC(C)Oc1ccc(CN2CCC(CC#N)(n3nc(Nc4ccc(S(=O)(=O)N(C)C)cc4)c4c(=O)[nH]ccc43)CC2)cc1,1.94,12.4,8.712198270069774,7.906578314837765,-0.8056199552320082,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCN(Cc2ccccc2)CC1
584,CC(C)Oc1cccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)n1,191.0,1496.0,6.718966632752273,5.825068406471558,-0.8938982262807151,c1ccc(Nc2ccn(C3CCN(c4ccccn4)CC3)n2)cc1
585,CC(C)Oc1cccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c1,0.117,1.52,9.931814138253838,8.818156412055227,-1.1136577261986105,O=S(=O)(C[C@H]1C[C@@H](Nc2ncnc3[nH]ccc23)C1)c1ccccc1
586,CC(C)Oc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F,36.0,2.0,7.443697499232712,8.698970004336019,1.2552725051033065,c1ccn2ncc(-c3nccc(N[C@@H]4CCCNC4)n3)c2c1
587,CC(C)S(=N)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,5.0,5.0,8.301029995663981,8.301029995663981,0.0,c1nc(-c2cnn(C3CNC3)c2)c2cc[nH]c2n1
588,CC(C)S(=N)(=O)c1ccc(Nc2nn(C3CCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,296.648,484.768,6.52775857532886,6.31446605609033,-0.21329251923852954,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCCC1
589,CC(C)S(=N)(=O)c1ccc(Nc2nn([C@]3(CC#N)CCCOC3)c3cc[nH]c(=O)c23)cc1,0.311769,0.489898,9.506167070026759,9.309894333539662,-0.19627273648709753,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCCOC1
590,CC(C)S(=N)(=O)c1ccc(Nc2nn([C@]3(CC#N)CC[C@@H](C(=O)OC(C)(C)C)OC3)c3cc[nH]c(=O)c23)cc1,0.12,0.183303,9.920818753952375,9.736830427166622,-0.1839883267857534,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCCOC1
591,CC(C)S(=O)(=O)N1CC(CC#N)(n2cc(-c3c(C#N)cnc4[nH]ccc34)cn2)C1,0.55,2.54,9.259637310505756,8.595166283380062,-0.6644710271256944,c1cc(-c2cnn(C3CNC3)c2)c2cc[nH]c2n1
592,CC(C)S(=O)(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,2.0,13.0,8.698970004336019,7.886056647693163,-0.8129133566428557,c1ccc(Nc2ccn(C3CCNCC3)n2)cc1
593,CC(C)S(=O)(=O)N1CCC(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CC1,19.3649,19.3649,7.712984741361106,7.712984741361106,0.0,c1nc(-c2cnn(C3CN(C4CCNCC4)C3)c2)c2cc[nH]c2n1
594,CC(C)S(=O)(=O)Nc1ccc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)nc1,0.055,0.55,10.259637310505756,9.259637310505756,-1.0,c1ccc(N[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)nc1
595,CC(C)S(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCC(N4CCC(F)(F)CC4)CC3)cc2C(N)=O)cc1,64.0,775.0,7.1938200260161125,6.110698297493689,-1.083121728522423,c1ccc(Nc2ccn(C3CCC(N4CCCCC4)CC3)n2)cc1
596,CC(C)S(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)C(C)(F)F)CC3)c3cc[nH]c(=O)c23)cc1,0.08,0.13,10.096910013008056,9.886056647693163,-0.21085336531489318,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCNCC1
597,CC(C)S(=O)(=O)c1ccc(Nc2nn(C3CCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,110.0,400.0,6.958607314841775,6.3979400086720375,-0.5606673061697371,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCCC1
598,CC(C)S(=O)(=O)c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1,120.0,420.0,6.920818753952375,6.376750709602099,-0.5440680443502757,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2CC1CC1
599,CC(C)S(=O)(=O)c1ccc(Nc2nn([C@@]3(CC#N)CCCC[C@H]3F)c3cc[nH]c(=O)c23)cc1,0.04,0.05,10.397940008672037,10.301029995663981,-0.09691001300805624,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCCCC1
600,CC(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,150.0,690.0,6.823908740944319,6.161150909262744,-0.6627578316815743,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCCCC1
601,CC(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,90.0,340.0,7.045757490560675,6.468521082957745,-0.5772364076029302,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2[C@@H]1CCCOC1
602,CC(C)S(=O)(=O)c1ccc(Nc2nn([C@]3(CC#N)CCCOC3)c3cc[nH]c(=O)c23)cc1,0.08,0.26,10.096910013008056,9.585026652029182,-0.5118833609788744,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCCOC1
603,CC(C)S(=O)(=O)c1ccc(Nc2nn([C@]3(CC#N)CC[C@@H](C(=O)OC(C)(C)C)OC3)c3cc[nH]c(=O)c23)cc1,0.10247,0.224499,9.989403263793475,9.648785589161545,-0.3406176746319307,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCCOC1
604,CC(C)[C@@H](C)N1Cc2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2C1,480.0,610.0,6.318758762624412,6.214670164989233,-0.10408859763517953,O=c1[nH]ccc2c1c(Nc1ccc3c(c1)CNC3)nn2C1CCCCC1
605,CC(C)[C@@H](O)C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,2.0,139.0,8.698970004336019,6.856985199745905,-1.8419848045901137,c1cc(Nc2ccn(C3CCNCC3)n2)ccn1
606,CC(C)[C@H](C)N1Cc2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2C1,310.0,430.0,6.508638306165727,6.366531544420414,-0.14210676174531311,O=c1[nH]ccc2c1c(Nc1ccc3c(c1)CNC3)nn2C1CCCCC1
607,CC(C)[C@H](O)C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,2.0,79.0,8.698970004336019,7.102372908709558,-1.5965970956264606,c1cc(Nc2ccn(C3CCNCC3)n2)ccn1
608,CC(C)c1cc(Nc2nn([C@H]3COCC[C@@H]3C#N)cc2C(N)=O)ccc1C#N,0.49,9.7,9.309803919971486,8.013228265733755,-1.2965756542377314,c1ccc(Nc2ccn([C@@H]3CCCOC3)n2)cc1
609,CC(C)c1ccc(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)cc1,120.0,1053.0,6.920818753952375,5.9775716288145135,-0.9432471251378614,c1ccc(CN2CCC(n3ccc(Nc4ccccc4)n3)CC2)cc1
610,CC(C)c1ccc(CN2CCC(CC#N)(n3nc(Nc4ccc(S(=O)(=O)N(C)C)cc4)c4c(=O)[nH]ccc43)CC2)cc1,6.9,33.1,8.161150909262744,7.480172006224281,-0.6809789030384632,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCN(Cc2ccccc2)CC1
611,CC(C)c1ccc(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)cc1,5.0,80.0,8.301029995663981,7.096910013008056,-1.204119982655925,O=C(Nc1ccccc1)N1CC(n2ccc(Nc3ccccc3)n2)C1
612,CC(C)c1ccccc1NC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,14.0,428.0,7.853871964321762,6.368556230986828,-1.485315733334934,O=C(Nc1ccccc1)N1CC(n2ccc(Nc3ccccc3)n2)C1
613,CC(C)c1nc2cnc3ccsc3c2n1[C@H]1CC[C@H](CC#N)CC1,100.0,1000.0,7.0,6.0,-1.0,c1cc2ncc3ncn(C4CCCCC4)c3c2s1
614,CC(C)c1nc2cnc3ccsc3c2n1[C@H]1CC[C@H](CC#N)OC1,100.0,1000.0,7.0,6.0,-1.0,c1cc2ncc3ncn([C@H]4CCCOC4)c3c2s1
615,CC(C)c1noc(=O)n1Cc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,0.8,150.0,9.096910013008056,6.823908740944319,-2.2730012720637376,O=c1oncn1Cc1nc2cnc3[nH]ccc3c2n1C1CCCCC1
616,CC(CC#N)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cn[nH]c3)n1)C2,135.0,473.0,6.8696662315049934,6.325138859262188,-0.544527372242805,c1cc(N2C[C@H]3CC[C@@H](C2)N3)nc(Nc2cn[nH]c2)n1
617,CC(CC#N)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cnn(C)c3)n1)C2,277.399,512.746,6.556895108854892,6.290097718935614,-0.2667973899192777,c1cc(N2C[C@H]3CC[C@@H](C2)N3)nc(Nc2cn[nH]c2)n1
618,CC(CC#N)n1nc(Nc2cc(F)c(F)c(F)c2)c2c(=O)[nH]ccc21,49630.0,168700.0,4.304255724802677,3.7728849174108747,-0.5313708073918022,O=c1[nH]ccc2[nH]nc(Nc3ccccc3)c12
619,CC(CC#N)n1nc(Nc2ccc(C#N)cc2)c2c(=O)[nH]ccc21,5490.0,24250.0,5.260427655549908,4.615288257061717,-0.6451393984881904,O=c1[nH]ccc2[nH]nc(Nc3ccccc3)c12
620,CC(CC#N)n1nc(Nc2ccc(C(C)(O)C(F)(F)F)cc2)c2c(=O)[nH]ccc21,2001.25,6980.04,5.6986986550726435,5.156142088590378,-0.5425565664822658,O=c1[nH]ccc2[nH]nc(Nc3ccccc3)c12
621,CC(CC#N)n1nc(Nc2ccc(C(F)(F)F)cc2)c2c(=O)[nH]ccc21,7380.0,41990.0,5.131943638176958,4.37685412536206,-0.755089512814898,O=c1[nH]ccc2[nH]nc(Nc3ccccc3)c12
622,CC(CC#N)n1nc(Nc2ccc(Cl)cc2)c2c(=O)[nH]ccc21,6070.0,39730.0,5.2168113089247425,4.400881434944637,-0.8159298739801057,O=c1[nH]ccc2[nH]nc(Nc3ccccc3)c12
623,CC(CC#N)n1nc(Nc2ccc(S(=O)(=O)NC(C)(C)C)cc2)c2c(=O)[nH]ccc21,2990.0,4970.0,5.52432881167557,5.303643611266668,-0.22068520040890238,O=c1[nH]ccc2[nH]nc(Nc3ccccc3)c12
624,CC(CC#N)n1nc(Nc2ccc(S(C)(=O)=O)c(F)c2)c2c(=O)[nH]ccc21,14460.0,32480.0,4.839831707041488,4.488383979430862,-0.35144772761062537,O=c1[nH]ccc2[nH]nc(Nc3ccccc3)c12
625,CC(CC#N)n1nc(Nc2ccc(S(C)(=O)=O)cc2)c2c(=O)[nH]ccc21,4050.0,14840.0,5.392544976785332,4.828566099056991,-0.5639788777283403,O=c1[nH]ccc2[nH]nc(Nc3ccccc3)c12
626,CC(CC#N)n1nc(Nc2ccc3c(c2)C=CS3(=O)=O)c2c(=O)[nH]ccc21,4030.0,28140.0,5.394694953858891,4.550675906901273,-0.8440190469576176,O=c1[nH]ccc2[nH]nc(Nc3ccc4c(c3)C=CS4(=O)=O)c12
627,CC(CC#N)n1nc(Nc2ccc3c(c2)CCC3(O)C(F)(F)F)c2c(=O)[nH]ccc21,1155.34,4880.14,5.937290190321979,5.311567718908082,-0.6257224714138969,O=c1[nH]ccc2[nH]nc(Nc3ccc4c(c3)CCC4)c12
628,CC(CC#N)n1nc(Nc2ccc3c(c2)CCC3=O)c2c(=O)[nH]ccc21,6990.0,27860.0,5.1555228242543185,4.5550188879120554,-0.6005039363422631,O=C1CCc2cc(Nc3n[nH]c4cc[nH]c(=O)c34)ccc21
629,CC(CC#N)n1nc(Nc2ccc3c(c2)CCO3)c2c(=O)[nH]ccc21,6550.0,24160.0,5.183758700008217,4.616903070050906,-0.5668556299573106,O=c1[nH]ccc2[nH]nc(Nc3ccc4c(c3)CCO4)c12
630,CC(CC#N)n1nc(Nc2ccc3c(c2)CCS3(=O)=O)c2c(=O)[nH]ccc21,1600.0,9690.0,5.795880017344075,5.013676222949234,-0.7822037943948406,O=c1[nH]ccc2[nH]nc(Nc3ccc4c(c3)CCS4(=O)=O)c12
631,CC(CC#N)n1nc(Nc2ccc3c(c2)CN(C(C)(C)C)S3(=O)=O)c2c(=O)[nH]ccc21,1750.0,3300.0,5.756961951313706,5.481486060122113,-0.27547589119159266,O=c1[nH]ccc2[nH]nc(Nc3ccc4c(c3)CNS4(=O)=O)c12
632,CC(CC#N)n1nc(Nc2ccc3c(c2)CN(C)S3(=O)=O)c2c(=O)[nH]ccc21,880.0,8530.0,6.055517327849832,5.069050968832477,-0.9864663590173546,O=c1[nH]ccc2[nH]nc(Nc3ccc4c(c3)CNS4(=O)=O)c12
633,CC(CC#N)n1nc(Nc2ccc3c(c2)OCO3)c2c(=O)[nH]ccc21,15820.0,50250.0,4.800793520838342,4.298863933907474,-0.501929586930868,O=c1[nH]ccc2[nH]nc(Nc3ccc4c(c3)OCO4)c12
634,CC(CC#N)n1nc(Nc2ccc3ncccc3c2)c2c(=O)[nH]ccc21,1990.0,23820.0,5.701146923590294,4.623058242853241,-1.0780886807370527,O=c1[nH]ccc2[nH]nc(Nc3ccc4ncccc4c3)c12
635,CC(CC#N)n1nc(Nc2ccc3nccnc3c2)c2c(=O)[nH]ccc21,18140.0,76080.0,4.741362717275924,4.118729496070642,-0.6226332212052812,O=c1[nH]ccc2[nH]nc(Nc3ccc4nccnc4c3)c12
636,CC(CC#N)n1nc(Nc2ccnc(F)c2)c2c(=O)[nH]ccc21,20750.0,106100.0,4.682981898951889,3.974284616098659,-0.7086972828532296,O=c1[nH]ccc2[nH]nc(Nc3ccncc3)c12
637,CC(CC(=O)N1CCC[C@H](n2c([C@@H](C)O)nc3cnc4ccsc4c32)C1)c1ccccc1,1000.0,14142.1,6.0,4.849486096147707,-1.1505139038522927,O=C(CCc1ccccc1)N1CCC[C@H](n2cnc3cnc4ccsc4c32)C1
638,CC(CF)(CF)C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,3.0,48.0,8.522878745280337,7.318758762624412,-1.204119982655925,c1cc(Nc2ccn(C3CCNCC3)n2)ccn1
639,CC(CO)CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)nc2[nH]nc(-c3nc4c([nH]3)CCN(Cc3ccccc3)C4)c12,9.3,50.3,8.031517051446064,7.298432014944073,-0.7330850365019916,c1ccc(CN2CCc3[nH]c(-c4n[nH]c5nc(-c6ccccc6)ncc45)nc3C2)cc1
640,CC(CO)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,0.4,8.0,9.397940008672037,8.096910013008056,-1.3010299956639813,c1ccc(Nc2ccn(C3CCNCC3)n2)cc1
641,CC(Cl)C(=O)Nc1cccc(-c2cnc3ccccc3n2)c1,50000.0,50000.0,4.301029995663981,4.301029995663981,0.0,c1ccc(-c2cnc3ccccc3n2)cc1
642,CC(F)(F)C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,0.1,2.0,10.0,8.698970004336019,-1.3010299956639813,c1cc(Nc2ccn(C3CCNCC3)n2)ccn1
643,CC(F)(F)C(=O)N1CCC(CC#N)(n2nc(Nc3ccc(S(=O)(=O)C(C)(C)C)cc3)c3c(=O)[nH]ccc32)CC1,0.1,0.15,10.0,9.823908740944319,-0.17609125905568135,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCNCC1
644,CC(F)(F)C(=O)N1CCC(CC#N)(n2nc(Nc3ccc(S(C)(=O)=O)cc3)c3c(=O)[nH]ccc32)CC1,0.1,0.24,10.0,9.619788758288394,-0.38021124171160636,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCNCC1
645,CC(F)(F)C(=O)N1CCC(CC#N)(n2nc(Nc3ccc4c(c3)CN(C(C)(C)C)S4(=O)=O)c3c(=O)[nH]ccc32)CC1,0.09,0.1,10.045757490560675,10.0,-0.045757490560674796,O=c1[nH]ccc2c1c(Nc1ccc3c(c1)CNS3(=O)=O)nn2C1CCNCC1
646,CC(F)(F)C(=O)N1CC[C@@](CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)nc3)n2)[C@@H](F)C1,0.05,0.1,10.301029995663981,10.0,-0.30102999566398125,c1cncc(Nc2ccn(C3CCNCC3)n2)c1
647,CC(F)(F)C(=O)N1CC[C@@](CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)nc3)n2)[C@H](F)C1,18.0,67.0,7.7447274948966935,7.173925197299173,-0.5708022975975204,c1cncc(Nc2ccn(C3CCNCC3)n2)c1
648,CC(F)(F)C(=O)N1CC[C@](CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)nc3)n2)[C@@H](F)C1,4.0,13.0,8.397940008672037,7.886056647693163,-0.5118833609788744,c1cncc(Nc2ccn(C3CCNCC3)n2)c1
649,CC(F)(F)C(=O)N1CC[C@](CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)nc3)n2)[C@H](F)C1,0.9,5.0,9.045757490560675,8.301029995663981,-0.7447274948966935,c1cncc(Nc2ccn(C3CCNCC3)n2)c1
650,CC(F)(F)c1ccncc1NC(=O)N1CCC(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CC1,30.0,25.0,7.522878745280337,7.6020599913279625,0.07918124604762511,O=C(Nc1cccnc1)N1CCC(N2CC(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CC1
651,CC(F)c1nc2cnc3ccsc3c2n1[C@H]1CC[C@H](CC#N)OC1,100.0,1000.0,7.0,6.0,-1.0,c1cc2ncc3ncn([C@H]4CCCOC4)c3c2s1
652,CC(N)c1nc2cnc3ccsc3c2n1[C@H]1CC[C@H](CC#N)OC1,100.0,2000.0,7.0,5.698970004336019,-1.3010299956639813,c1cc2ncc3ncn([C@H]4CCCOC4)c3c2s1
653,CC(N=S(C)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1)c1ccccc1,55.0,55.0,7.259637310505756,7.259637310505756,0.0,O=[SH](=NCc1ccccc1)N1CC(n2cc(-c3ncnc4[nH]ccc34)cn2)C1
654,CC(NC(=O)c1ccc(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)cc1)C(F)(F)F,10.0,25.0,8.0,7.6020599913279625,-0.3979400086720375,c1ccc(N2CC(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)cc1
655,CC(NC(=O)c1ccc(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)cc1)C1CCN(C)CC1,10.0,25.0,8.0,7.6020599913279625,-0.3979400086720375,O=C(NCC1CCNCC1)c1ccc(N2CC(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)cc1
656,CC(NC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1)c1ccc(F)c(F)c1,1.6,11.0,8.795880017344075,7.958607314841775,-0.8372727025023003,c1ccc(CNC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1
657,CC(N[C@@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)[C@@H](C#N)C1)C1CC1,1.0,43.0,9.0,7.366531544420414,-1.6334684555795862,c1ccc(Nc2ccn([C@H]3CC[C@@H](NCC4CC4)CC3)n2)cc1
658,CC(N[C@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)[C@@H](C#N)C1)C1CC1,0.2,11.0,9.698970004336019,7.958607314841775,-1.740362689494244,c1ccc(Nc2ccn([C@H]3CC[C@H](NCC4CC4)CC3)n2)cc1
659,CC(O)(C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1)C(F)F,2.0,38.0,8.698970004336019,7.42021640338319,-1.2787536009528289,c1cc(Nc2ccn(C3CCNCC3)n2)ccn1
660,CC(O)(CCO)c1cc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)ccc1S(C)(=O)=O,2800.0,7600.0,5.552841968657781,5.119186407719209,-0.43365556093857194,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCCCC1
661,CC(O)(CO)c1cc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)ccc1S(C)(=O)=O,250.0,950.0,6.6020599913279625,6.022276394711152,-0.5797835966168101,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCCCC1
662,CC(O)(CO)c1cccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)c1,2500.0,4000.0,5.6020599913279625,5.3979400086720375,-0.20411998265592501,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCCCC1
663,CC(O)(c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,116.619,538.888,6.933230686944677,6.268501487199684,-0.6647291997449933,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2CC1CC1
664,CC(O)(c1ccc(Nc2nn([C@@]3(CC#N)CCCC[C@H]3F)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,0.07,0.136748,10.154901959985743,9.864079016697021,-0.29082294328872216,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCCCC1
665,CC(O)(c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,134.907,840.0,6.869965515246545,6.075720713938118,-0.7942448013084267,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCCCC1
666,CC(O)(c1ccc(Nc2nn([C@H]3CCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,125.738,480.625,6.900533451858201,6.318193642854494,-0.5823398090037069,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCCC1
667,CC(O)(c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,54.7723,324.5,7.261439021781903,6.488785298863612,-0.7726537229182906,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2[C@@H]1CCCOC1
668,CC(O)(c1ccc(Nc2nn([C@]3(CC#N)CCCOC3)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,0.12,0.454423,9.920818753952375,9.342539695518218,-0.5782790584341573,O=c1[nH]ccc2c1c(Nc1ccccc1)nn2C1CCCOC1
669,CC(O)CCS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,0.031,0.955,10.508638306165727,9.019996628416253,-1.4886416777494738,c1nc(NC2CCC2)c2cc[nH]c2n1
670,CC(O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)cc1,0.4,6.0,9.397940008672037,8.221848749616356,-1.1760912590556813,c1ccc(Nc2ccn(C3CCNCC3)n2)cc1
