,Ligand SMILES,JAK2 Ki (nM),JAK1 Ki (nM)
1530,Clc1cccc(Cl)c1-c1cc2ccnc(NC(=O)C3CC3)c2s1, 6.6, 6.6
1531,CN(C1CCN(C)CC1)C(=O)c1ccc(NC(=N)\N=c2/[nH]cccc2N2CCC(O)(CC2)c2ccc(F)cc2)cc1, 6.70, 6.70
1532,NC(=O)c1cn(nc1NC(=O)C1CC1)[C@@]1(CC#N)CCN(Cc2ccc(cc2)-c2ccccc2)C[C@@H]1F |r|, 6.80, 6.80
1533,NC(=O)c1cn(nc1NC(=O)C1CC1)C1(CC#N)CCN(Cc2ccc(cc2)-n2nccn2)CC1, 6.80, 6.80
1534,CCN(CC)C(=O)C1CCCN(C1)c1cc(ncn1)-c1c(N)nn2cccnc12, 7, 7
1535,CN1CCN(CC1)C(=O)Cn1cc(Nc2nc3c(cccn3n2)N2CC3CCC(C2)N3CC2(CS(C)(=O)=O)CC2)cn1, 7.00, 7.00
1536,CNc1nc(Nc2ccc(cc2)C(=O)N2CCOCC2)ncc1Cl, 7, 7
1537,"Cc1cc(Nc2cc3nc(CN4CCOCC4)ccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC(F)(F)F)n2)n[nH]1 |r,TLB:30:29:26.25:22.28.23|",<0.1,<0.10
1538,"Cc1cc(Nc2cc3nc(CN4CCOCC4)ccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC(F)(F)F)n2)n[nH]1 |r,TLB:30:29:26.25:22.28.23|",<0.1,<0.1
1539,"Cc1cc(Nc2cc3nc(CN4CCOCC4)ccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC(F)(F)F)n2)n[nH]1 |r,TLB:30:29:26.25:22.28.23|",<0.1,<0.1
1540,"Cc1cc(Nc2cc3nc(CN4CCOCC4)ccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC(F)(F)F)n2)n[nH]1 |r,TLB:30:29:26.25:22.28.23|",<0.1,<0.10
1541,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C1CCNC1,<0.1,<0.1
1542,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C1CCNC1,<0.1,<0.1
1543,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C1CCNC1,<0.1,<0.1
1544,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1)-c1nc(c[nH]1)C1=CCN(CCN2CCOCC2)CC1 |t:27|,<0.1,<0.1
1545,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C1CCN(C)C1,<0.1,<0.1
1546,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C1CCN(C)C1,<0.1,<0.1
1547,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C1CCN(C)C1,<0.1,<0.1
1548,"CNC(=O)CN1[C@H]2CCC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:4:5:9.8.7:12.11.13|",<0.1,<0.1
1549,"CNC(=O)CN1[C@H]2CCC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:4:5:9.8.7:12.11.13|",<0.1,<0.1
1550,"CNC(=O)CN1[C@H]2CCC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12 |r,TLB:4:5:9.8.7:12.11.13|",<0.1,<0.10
1551,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CC3CNC3)CCc2[nH]1,<0.1,<0.1
1552,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CC3CNC3)CCc2[nH]1,<0.1,<0.1
1553,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CC3CNC3)CCc2[nH]1,<0.1,<0.1
1554,"CCS(=O)(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncc(cc12)C(=O)OC |r,TLB:2:5:8.7:11.10.12|",<0.1,<0.1
1555,"CCS(=O)(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncc(cc12)C(=O)OC |r,TLB:2:5:8.7:11.10.12|",<0.1,<0.1
1556,"CCS(=O)(=O)N1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncc(cc12)C(=O)OC |r,TLB:2:5:8.7:11.10.12|",<0.1,<0.10
1557,Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4C(=O)c3ccc(nc3)C#N)n2)n[nH]1,<0.1,<0.1
1558,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C1CCNCC1,<0.1,<0.1
1559,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C1CCNCC1,<0.1,<0.1
1560,"COC(=O)c1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(C)(=O)=O)c2c1 |r,TLB:28:27:24.23:20.26.21|",<0.1,<0.1
1561,"COC(=O)c1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(C)(=O)=O)c2c1 |r,TLB:28:27:24.23:20.26.21|",<0.1,<0.1
1562,"COC(=O)c1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(C)(=O)=O)c2c1 |r,TLB:28:27:24.23:20.26.21|",<0.1,<0.10
1563,"CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCNC3CC(C3)OC)CCc2[nH]1 |(-9.49,-2.64,;-8.13,-1.85,;-8.11,-.27,;-9.44,.46,;-9.44,2.04,;-10.82,2.74,;-8.13,2.77,;-8.11,4.29,;-6.8,2.01,;-6.8,.49,;-5.44,-.3,;-4.14,.43,;-2.78,-.3,;-2.81,-1.82,;-1.61,-2.85,;-2.27,-4.29,;-3.81,-4.13,;-4.09,-2.58,;-5.44,-1.82,;-.09,-2.55,;.81,-1.31,;2.28,-1.78,;3.61,-1.01,;4.94,-1.78,;6.28,-1.01,;7.61,-1.78,;8.94,-1.01,;10.28,-1.78,;10.52,-3.31,;12.04,-3.06,;11.8,-1.54,;13.29,-3.97,;14.73,-3.33,;4.94,-3.32,;3.61,-4.09,;2.28,-3.32,;.81,-3.8,)|",<0.1,<0.1
1564,"COC(=O)c1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCC#N)c2c1 |r,TLB:28:27:24.23:20.26.21|",<0.1,<0.1
1565,"COC(=O)c1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCC#N)c2c1 |r,TLB:28:27:24.23:20.26.21|",<0.1,<0.1
1566,"COC(=O)c1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCC#N)c2c1 |r,TLB:28:27:24.23:20.26.21|",<0.1,<0.10
1567,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(C[C@H]3CCCN3)CCc2[nH]1 |r|,<0.1,<0.1
1568,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(C[C@H]3CCCN3)CCc2[nH]1 |r|,<0.1,<0.1
1569,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCN(CCN2CCOCC2)CC1 |t:28|,<0.1,<0.1
1570,"Cc1cc(Nc2nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(C)(=O)=O)c3cc(C)cnc3c2F)n[nH]1 |r,TLB:17:16:13.12:9.15.10|",<0.1,<0.1
1571,"Cc1cc(Nc2nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(C)(=O)=O)c3cc(C)cnc3c2F)n[nH]1 |r,TLB:17:16:13.12:9.15.10|",<0.1,<0.1
1572,"Cc1cc(Nc2nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(C)(=O)=O)c3cc(C)cnc3c2F)n[nH]1 |r,TLB:17:16:13.12:9.15.10|",<0.1,<0.10
1573,"Cc1cc(Nc2nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(C)(=O)=O)c3cc(C)cnc3c2F)n[nH]1 |r,TLB:17:16:13.12:9.15.10|",<0.1,0.55
1574,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1)-c1nc(c[nH]1)C1=CCCN(C1)C1CCN(C)CC1 |t:27|,<0.1,<0.1
1575,"COC(=O)c1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4C3CCOC3=O)c2c1 |r,TLB:28:27:24.23:20.26.21|",<0.1,<0.1
1576,"COC(=O)c1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4C3CCOC3=O)c2c1 |r,TLB:28:27:24.23:20.26.21|",<0.1,<0.1
1577,"COC(=O)c1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4C3CCOC3=O)c2c1 |r,TLB:28:27:24.23:20.26.21|",<0.1,<0.10
1578,"Cc1cc(Nc2cc3ncc(C)cc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4S(=O)(=O)N3CC(C3)C#N)n2)n[nH]1 |r,TLB:25:24:21.20.19:16.23.17|",<0.10,<0.1
1579,"Cc1cc(Nc2cc3ncc(C)cc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4S(=O)(=O)N3CC(C3)C#N)n2)n[nH]1 |r,TLB:25:24:21.20.19:16.23.17|",<0.10,<0.10
1580,"Cc1cc(Nc2cc3ncc(C)cc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4S(=O)(=O)N3CC(C3)C#N)n2)n[nH]1 |r,TLB:25:24:21.20.19:16.23.17|",<0.10,<0.1
1581,"Cc1cc(Nc2cc3ncc(C)cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)N3CC(C3)C#N)n2)n[nH]1 |r,TLB:24:23:20.19:16.22.17|",<0.10,<0.1
1582,"Cc1cc(Nc2cc3ncc(C)cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)N3CC(C3)C#N)n2)n[nH]1 |r,TLB:24:23:20.19:16.22.17|",<0.10,<0.10
1583,"Cc1cc(Nc2cc3ncc(C)cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)N3CC(C3)C#N)n2)n[nH]1 |r,TLB:24:23:20.19:16.22.17|",<0.10,<0.1
1584,CCOC(=O)N1[C@H]2CCC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12,<0.1,<0.1
1585,"Cc1cc(Nc2cc3ncc(C)cc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4CCC#N)n2)n[nH]1 |r,TLB:25:24:21.20.19:16.23.17|",<0.10,<0.1
1586,"Cc1cc(Nc2cc3ncc(C)cc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4CCC#N)n2)n[nH]1 |r,TLB:25:24:21.20.19:16.23.17|",<0.10,<0.10
1587,"Cc1cc(Nc2cc3ncc(C)cc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4CCC#N)n2)n[nH]1 |r,TLB:25:24:21.20.19:16.23.17|",<0.10,<0.1
1588,"Cc1cc(Nc2nc(N[C@H]3C[C@@H]4CCC[C@H](C3)N4S(=O)(=O)N3CC(C3)C#N)c3cc(C)cnc3c2F)n[nH]1 |r,TLB:18:17:9.16.10:12.14.13|",<0.1,<0.1
1589,"Cc1cc(Nc2nc(N[C@H]3C[C@@H]4CCC[C@H](C3)N4S(=O)(=O)N3CC(C3)C#N)c3cc(C)cnc3c2F)n[nH]1 |r,TLB:18:17:9.16.10:12.14.13|",<0.1,<0.1
1590,"Cc1cc(Nc2nc(N[C@H]3C[C@@H]4CCC[C@H](C3)N4S(=O)(=O)N3CC(C3)C#N)c3cc(C)cnc3c2F)n[nH]1 |r,TLB:18:17:9.16.10:12.14.13|",<0.1,<0.10
1591,"Cc1cc(Nc2cc3ncc(C)cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(C)(=O)=O)n2)n[nH]1 |r,TLB:24:23:20.19:16.22.17|",<0.10,<0.1
1592,"Cc1cc(Nc2cc3ncc(C)cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(C)(=O)=O)n2)n[nH]1 |r,TLB:24:23:20.19:16.22.17|",<0.10,<0.10
1593,"Cc1cc(Nc2cc3ncc(C)cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(C)(=O)=O)n2)n[nH]1 |r,TLB:24:23:20.19:16.22.17|",<0.10,<0.1
1594,"CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1)-c1nc(c[nH]1)C1=CCN(C[C@@H]2COCCN2)C1 |r,t:27|",<0.1,<0.1
1595,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCN(C1)C1CCN(C)CC1 |t:28|,<0.1,<0.1
1596,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1)-c1nc(c[nH]1)C1=CCN(C1)C1CCN(C)CC1 |t:27|,<0.1,<0.1
1597,"COc1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(C)(=O)=O)c2c1 |r,TLB:26:25:22.21:18.24.19|",<0.10,<0.1
1598,"COc1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(C)(=O)=O)c2c1 |r,TLB:26:25:22.21:18.24.19|",<0.10,<0.1
1599,"COc1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(C)(=O)=O)c2c1 |r,TLB:26:25:22.21:18.24.19|",<0.10,<0.10
1600,CCCCN(C)CC#Cc1nc(c(NC(=O)c2cnn3cccnc23)s1)-c1cc(Cl)ccc1OC(F)F, 0.100, 0.100
1601,CCCCN(C)CC#Cc1nc(c(NC(=O)c2cnn3cccnc23)s1)-c1cc(Cl)ccc1OC(F)F, 0.100, 0.1
1602,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCN(C1)C1CN(C)C1 |t:28|,<0.1,<0.1
1603,"Cc1cc(Nc2cc3ncc(cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCC#N)n2)S(C)(=O)=O)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",<0.1,<0.1
1604,"Cc1cc(Nc2cc3ncc(cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCC#N)n2)S(C)(=O)=O)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",<0.1,<0.1
1605,"Cc1cc(Nc2cc3ncc(cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCC#N)n2)S(C)(=O)=O)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",<0.1,<0.10
1606,CN(C)C(=O)CCCN1CCC(CC1)n1cc(NC(=O)c2c(N)nn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.1, 0.100
1607,CN(C)C(=O)CCCN1CCC(CC1)n1cc(NC(=O)c2c(N)nn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.1, 0.1
1608,"CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCN(C[C@@H]2COCCN2C)CC1 |r,t:28|",<0.1,<0.1
1609,"CC(CN1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12)C#N |r,TLB:2:3:6.5:9.8.10|",<0.1,<0.1
1610,"CC(CN1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12)C#N |r,TLB:2:3:6.5:9.8.10|",<0.1,<0.1
1611,"CC(CN1[C@H]2CC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12)C#N |r,TLB:2:3:6.5:9.8.10|",<0.1,<0.10
1612,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCN(CCN(C)C)CC1 |t:28|,<0.1,<0.1
1613,"COc1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)CC3(CC3)C#N)c2c1 |r,TLB:26:25:22.21:18.24.19|",<0.10,<0.1
1614,"COc1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)CC3(CC3)C#N)c2c1 |r,TLB:26:25:22.21:18.24.19|",<0.10,<0.1
1615,"COc1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@H]3C[C@@H]4CC[C@H](C3)N4S(=O)(=O)CC3(CC3)C#N)c2c1 |r,TLB:26:25:22.21:18.24.19|",<0.10,<0.10
1616,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCN(CC1)C1CCCN(C)C1 |t:28|,<0.1,<0.1
1617,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4C3(CC#N)COC3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",<0.1,<0.1
1618,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4C3(CC#N)COC3)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",<0.1,<0.1
1619,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC3(CC3)C#N)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",<0.1,<0.1
1620,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC3(CC3)C#N)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",<0.1,<0.1
1621,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CC3(CC3)C#N)n2)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",<0.1,<0.10
1622,"Cc1cc(Nc2cc3ncc(cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4[C@@H]3CCOC3=O)n2)S(C)(=O)=O)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",<0.1,<0.1
1623,"Cc1cc(Nc2cc3ncc(cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4[C@@H]3CCOC3=O)n2)S(C)(=O)=O)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",<0.1,<0.1
1624,"Cc1cc(Nc2cc3ncc(cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4[C@@H]3CCOC3=O)n2)S(C)(=O)=O)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",<0.1,<0.10
1625,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCN(CCN2CCOCC2)C1 |t:28|,<0.1,<0.1
1626,"Cc1cc(Nc2cc3ncc(cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4[C@H]3CCOC3=O)n2)S(C)(=O)=O)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",<0.1,<0.1
1627,"Cc1cc(Nc2cc3ncc(cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4[C@H]3CCOC3=O)n2)S(C)(=O)=O)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",<0.1,<0.1
1628,"Cc1cc(Nc2cc3ncc(cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4[C@H]3CCOC3=O)n2)S(C)(=O)=O)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",<0.1,<0.10
1629,"Cc1cc(Nc2cc3ncc(cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCC(F)(F)F)n2)S(C)(=O)=O)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",<0.1,<0.1
1630,"Cc1cc(Nc2cc3ncc(cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCC(F)(F)F)n2)S(C)(=O)=O)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",<0.1,<0.1
1631,"Cc1cc(Nc2cc3ncc(cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCC(F)(F)F)n2)S(C)(=O)=O)n[nH]1 |r,TLB:23:22:19.18:15.21.16|",<0.1,<0.10
1632,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCN(CC1)C1CCN(C)C1 |t:28|,<0.1,<0.1
1633,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCN(CC1)C1CCNC1 |t:28|,<0.1,<0.1
1634,CCc1cc(O)ccc1-c1ccc2c(n[nH]c2c1F)-c1nc(c[nH]1)C1=CCN(C1)C1CCN(C)C1 |t:28|,<0.1,<0.1
1635,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4CCC#N)n2)n[nH]1 |r,TLB:24:23:15.22.16:18.20.19|",<0.1,<0.1
1636,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4CCC#N)n2)n[nH]1 |r,TLB:24:23:15.22.16:18.20.19|",<0.1,<0.1
1637,"Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4CCC#N)n2)n[nH]1 |r,TLB:24:23:15.22.16:18.20.19|",<0.1,<0.10
1638,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C1CNC1,<0.1,<0.1
1639,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C1CNC1,<0.1,<0.1
1640,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C1CNC1,<0.1,<0.1
1641,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C1CNC1,<0.1,<0.1
1642,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C1CNC1,<0.1,<0.1
1643,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C1CNC1,<0.1,<0.1
1644,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C1CNC1,<0.1,<0.1
1645,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C1CNC1,<0.1,<0.1
1646,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C1CNC1,<0.1,<0.1
1647,COCCOc1cc(COC2CCN(CC2)c2cccn3nc(Nc4ccc(cc4)C(=O)N(C)C4CCN(C)CC4)nc23)ccn1, 7.03, 7.03
1648,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCC(CC2)N(Cc2ccccc2)CC(F)(F)F)cc1NC(=O)c1cnn2cccnc12, 7.04, 7.04
1649,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCC(CC2)N(Cc2ccccc2)CC(F)(F)F)cc1NC(=O)c1cnn2cccnc12, 7.04, 7.04
1650,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCC(CC2)N(Cc2ccccc2)CC(F)(F)F)cc1NC(=O)c1cnn2cccnc12, 7.04, 7.04
1651,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCC(CC2)N(Cc2ccccc2)CC(F)(F)F)cc1NC(=O)c1cnn2cccnc12, 7.04, 7.04
1652,Clc1cccc(c1)-c1cnccc1NC(=O)c1cnn2cccnc12, 7.1, 7.1
1653,CN1CCN(CC1)C(=O)Cn1cc(Nc2nc3c(cccn3n2)N2CC3CCC(C2)N3C(=O)Cc2ccccc2F)cn1, 7.20, 7.20
1654,CNC(=O)N1CCC(=CC1)c1cccn2nc(Nc3ccc(cc3)C(=O)N(C)C3CCN(C)CC3)nc12 |c:7|, 7.29, 7.29
1655,CCc1ccc(cc1)-c1ccc(CN2CCC(CC#N)(CC2)n2cc(C(N)=O)c(NC(=O)C3CC3)n2)cc1, 7.30, 7.30
1656,Cc1ccc(OCCN(CC=C)C2CCN(CC2)C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(n2)-c2cc(Cl)ccc2OC(F)F)cc1, 7.30, 7.30
1657,Cc1ccc(OCCN(CC=C)C2CCN(CC2)C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(n2)-c2cc(Cl)ccc2OC(F)F)cc1, 7.30, 7.3
1658,Cc1ccc(OCCN(CC=C)C2CCN(CC2)C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(n2)-c2cc(Cl)ccc2OC(F)F)cc1, 7.3, 7.30
1659,Cc1ccc(OCCN(CC=C)C2CCN(CC2)C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(n2)-c2cc(Cl)ccc2OC(F)F)cc1, 7.3, 7.3
1660,Cc1cncc(CNC(=O)c2ccc(Nc3nc4c(cccn4n3)C3=CCN(CC3)C(=O)CCC(F)(F)F)cc2)c1 |t:26|, 7.34, 7.34
1661,CN1CCN(CC1)C(=O)Cn1cc(Nc2nc3c(cccn3n2)N2CC3CCC(C2)N3S(=O)(=O)C2CC2)cn1, 7.50, 7.50
1662,CN(C1CCN(C)CC1)C(=O)c1ccc(Nc2nc3c(cccn3n2)N2CCC=C(CC2)c2ccccc2)cc1 |c:31|, 7.53, 7.53
1663,"NC(=O)c1cn(nc1NC(=O)C1CC1C#N)C1(CC#N)CCN(CC2CCC(CC2)c2ccccc2)CC1F |(-.56,5.37,;-1.89,4.6,;-3.22,5.37,;-1.89,3.06,;-.64,2.16,;-1.12,.69,;-2.66,.69,;-3.14,2.16,;-4.6,2.63,;-5.74,1.6,;-5.42,.1,;-7.21,2.08,;-8.24,3.22,;-8.72,1.76,;-10.2,2.16,;-11.69,2.55,;-.21,-.55,;-1.7,-.95,;-2.1,-2.44,;-2.5,-3.92,;-.84,-1.96,;.06,-3.2,;1.6,-3.04,;2.5,-4.29,;4.03,-4.13,;4.66,-2.72,;6.19,-2.56,;7.1,-3.81,;6.47,-5.21,;4.94,-5.37,;8.63,-3.65,;9.53,-4.89,;11.06,-4.73,;11.69,-3.32,;10.79,-2.08,;9.25,-2.24,;2.22,-1.64,;1.32,-.39,;1.94,1.02,)|", 7.70, 7.70
1664,FC(F)(F)C1CC(C1)C(=O)N1C2CCC1CN(C2)c1cccn2nc(Nc3cnn(CC(=O)N4CCC(CC4)NCC4(CC4)C#N)c3)nc12, 7.80, 7.80
