smiles,fold_selectivity,dataset,TSNE1,TSNE2
CC(C)(C)OC(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc(Cn4nccn4)cc3)c3c(=O)[nH]ccc32)CO1,1.5555555555555558,Non-selective,59.39816,-43.569378
CC(C)(C)OC(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc(S(=O)(=O)C(C)(C)C)cc3)c3c(=O)[nH]ccc32)CO1,1.4999999999999998,Non-selective,62.141033,-43.91263
CC(C)(C)OC(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc(S(=O)(=O)C4CC4)cc3)c3c(=O)[nH]ccc32)CO1,2.4152301132072544,Non-selective,62.087715,-43.906784
CC(C)(C)OC(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc(S(=O)(=O)N4CCOCC4)cc3)c3c(=O)[nH]ccc32)CO1,1.8000000000000003,Non-selective,61.895515,-44.36037
CC(C)(C)OC(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc([C@@H](N)C(F)(F)F)cc3)c3c(=O)[nH]ccc32)CO1,2.7222222222222223,Non-selective,59.95993,-41.293644
CC(C)(C)OC(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc([C@H](N)C(F)(F)F)cc3)c3c(=O)[nH]ccc32)CO1,2.9999999999999996,Non-selective,59.95993,-41.293644
CC(C)(C)OC(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc4c(c3)CC(C)(C)C4(O)C(F)(F)F)c3c(=O)[nH]ccc32)CO1,1.5828843233946497,Non-selective,56.23479,-43.62831
CC(C)(C)OC(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc4c(c3)CN(C(C)(C)C)C4=O)c3c(=O)[nH]ccc32)CO1,1.857142857142857,Non-selective,55.85465,-43.65999
CC(C)(C)OC(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc4c(c3)CN(C(C)(C)C)S4(=O)=O)c3c(=O)[nH]ccc32)CO1,1.2222222222222223,Non-selective,52.83621,-43.007164
CC(C)(C)OC(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc4c(c3)CN(C3CCCC3)C4=O)c3c(=O)[nH]ccc32)CO1,2.0,Non-selective,55.416977,-43.53384
CC(C)(C)OC(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc4c(c3)CN(C3CCCCC3)C4=O)c3c(=O)[nH]ccc32)CO1,2.2222222222222223,Non-selective,55.40022,-43.528625
CC(C)(C)OC(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc4c(c3)CN(CC(F)(F)F)C4=O)c3c(=O)[nH]ccc32)CO1,2.857142857142857,Non-selective,55.762135,-43.53677
CC(C)(C)OC(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc4c(c3)CN(CC(F)(F)F)S4(=O)=O)c3c(=O)[nH]ccc32)CO1,2.642857142857143,Non-selective,53.074318,-43.05247
CC(C)(C)OC(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc4c(c3)NC(=O)C4(C)C)c3c(=O)[nH]ccc32)CO1,1.714285714285714,Non-selective,57.08993,-44.09956
CC(C)(C)OC(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc4nc(N5CC6CCC(C5)O6)ccc4c3)c3c(=O)[nH]ccc32)CO1,4.088235294117647,Non-selective,56.97715,-44.655613
CC(C)(C)OC(=O)[C@H]1CCCN1S(=O)(=O)c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1,2.0,Non-selective,0.9644524,-50.473072
CC(C)(C)OC(=O)[C@H]1CC[C@@](CC#N)(n2nc(Nc3ccc([C@@H](N)C(F)(F)F)cc3)c3c(=O)[nH]ccc32)CO1,2.923728813559322,Non-selective,59.95993,-41.293644
CC(C)(C)OC(=O)[C@H]1CC[C@@](CC#N)(n2nc(Nc3ccc([C@H](N)C(F)(F)F)cc3)c3c(=O)[nH]ccc32)CO1,2.58974358974359,Non-selective,59.95993,-41.293644
CC(C)(C)OC(=O)[C@H]1CC[C@](CC#N)(n2nc(Nc3ccc4c(c3)CN(C(C)(C)C)S4(=O)=O)c3c(=O)[nH]ccc32)CO1,4.50625,Non-selective,52.83621,-43.007164
CC(C)(C)OC(=O)[C@H]1CC[C@](O)(c2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2)CC1,1.948051948051948,Non-selective,8.524813,-79.44986
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCCC3)c3cc[nH]c(=O)c23)cc1,2.1818181818181817,Non-selective,30.591467,-40.723885
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCOCC3)c3cc[nH]c(=O)c23)cc1,2.4705882352941173,Non-selective,31.695404,-42.75445
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn(C3CCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,3.0,Non-selective,13.572629,-63.950603
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn(C3COCCC[C@H]3C#N)c3cc[nH]c(=O)c23)cc1,1.185483870967742,Non-selective,22.023027,-63.079582
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn(N3CCOCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,1.3493150684931507,Non-selective,20.989775,-61.897724
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn(N3CCOCC[C@H]3C#N)c3cc[nH]c(=O)c23)cc1,2.5359574000878347,Non-selective,20.989775,-61.897724
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1,2.8181818181818183,Non-selective,-0.4200936,-48.32312
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@@H]3CC(F)(F)C[C@H]3C#N)c3cc[nH]c(=O)c23)cc1,1.2142857142857142,Non-selective,16.380919,-62.745964
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@@H]3CCCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,1.411764705882353,Non-selective,13.43337,-64.03958
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@@H]3CCCCC[C@H]3C#N)c3cc[nH]c(=O)c23)cc1,2.0,Non-selective,13.43343,-64.03937
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@@H]3COCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,1.5110132158590308,Non-selective,22.023027,-63.079582
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@@H]3COCCC[C@H]3C#N)c3cc[nH]c(=O)c23)cc1,2.76,Non-selective,22.023027,-63.079582
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@@]3(CC#N)CCOC3)c3cc[nH]c(=O)c23)cc1,2.1504424778761067,Non-selective,31.872238,-43.002842
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3CC(F)(F)C[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,3.1818181818181817,Non-selective,16.380508,-62.745968
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3CC(F)(F)C[C@H]3C#N)c3cc[nH]c(=O)c23)cc1,2.0588235294117645,Non-selective,16.380512,-62.746017
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3CCCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,1.2463768115942029,Non-selective,13.43343,-64.03937
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3CCCCC[C@H]3C#N)c3cc[nH]c(=O)c23)cc1,1.263157894736842,Non-selective,13.433279,-64.039505
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,3.6666666666666665,Non-selective,13.453694,-64.02107
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3CCOCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,3.0,Non-selective,22.179937,-63.179512
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3COCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,1.2254335260115607,Non-selective,22.023027,-63.079582
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,2.625,Non-selective,22.654882,-63.399757
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@]3(CC#N)CCCOC3)c3cc[nH]c(=O)c23)cc1,2.7647058823529407,Non-selective,31.99452,-43.27535
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@]3(CC#N)CCOC3)c3cc[nH]c(=O)c23)cc1,2.7880184331797233,Non-selective,31.872435,-43.00308
CC(C)(C)[S@+]([O-])N[C@H](c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,1.7419354838709677,Non-selective,12.429654,-77.70328
CC(C)(C)[S@@+]([O-])N[C@@H](c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,2.8846153846153846,Non-selective,12.429654,-77.70328
CC(C)(CC(=O)NCC(F)(F)F)n1cc(-c2c[nH]c3ncccc23)cn1,1.4285714285714286,Non-selective,-26.453661,21.826923
CC(C)(CC(=O)NCC(F)(F)F)n1cc(-c2ncnc3[nH]ccc23)cn1,1.4285714285714286,Non-selective,-30.410608,27.470953
CC(C)(CCO)N1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,4.181818181818182,Non-selective,-5.882029,-78.402855
CC(C)(COC(=O)N1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1)n1cccn1,3.3617977528089886,Non-selective,36.856735,1.4894676
CC(C)(N)c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,2.8095238095238093,Non-selective,27.7405,-64.645
CC(C)(O)C1CC(CC#N)(n2ccc(-c3nc(-c4cc[nH]n4)cc4ncccc34)n2)C1,1.4541389775014073,Non-selective,6.2336197,79.5707
CC(C)(O)C1CC(CC#N)(n2ccc(-c3nc(-c4cn[nH]c4)cc4ncccc34)n2)C1,1.4995812395309882,Non-selective,6.359637,79.726616
CC(C)(O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc(Cl)cc3)c3c(=O)[nH]ccc32)CO1,3.323529411764705,Non-selective,35.77614,-52.789818
CC(C)(O)c1cn(Cc2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2)nn1,2.5625,Non-selective,8.77862,-74.88437
CC(C)(c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)n1ccnn1,2.9411764705882355,Non-selective,10.48007,-77.86015
CC(C)(c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)n1nccn1,1.7142857142857142,Non-selective,10.474001,-77.8446
CC(C)(c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)cc2C(N)=O)cc1F)[C@@H](O)C(F)(F)F,2.0,Non-selective,55.14202,12.734645
CC(C)(c1ccc(Nc2nn([C@H]3CC[C@@](C)(O)C[C@@H]3C#N)cc2C(N)=O)cc1)C(O)C(F)(F)F,3.1622884861512786,Non-selective,66.13768,-0.33414528
CC(C)(c1ccc(Nc2nn([C@H]3CC[C@H](O)C[C@@H]3C#N)cc2C(N)=O)cc1)C(O)C(F)(F)F,4.140393639031251,Non-selective,66.222855,-10.878317
CC(C)(c1ccc(Nc2nn([C@H]3CC[C@](C)(O)C[C@@H]3C#N)cc2C(N)=O)cc1)C(O)C(F)(F)F,4.948714581544523,Non-selective,66.137146,-0.33347628
CC(C)C(=O)Nc1nc2c(-c3ccc(CN4CC(S(=O)(=O)C5CC5)C4)cc3)cccn2n1,1.4285714285714286,Non-selective,-11.554006,14.613425
CC(C)C(=O)Nc1nc2c(-c3ccc(CN4CC(S(C)(=O)=O)C4)cc3)cccn2n1,1.4285714285714286,Non-selective,-11.551279,14.543986
CC(C)C(=O)Nc1nc2cccc(-c3ccc(CN4CC(S(=O)(=O)C5CC5)C4)cc3)n2n1,1.4285714285714286,Non-selective,-11.165847,15.277925
CC(C)C(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,2.2857142857142856,Non-selective,22.610716,-63.57769
CC(C)C(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@]3(CC#N)CCCOC3)c3cc[nH]c(=O)c23)cc1,1.764705882352941,Non-selective,32.450928,-43.3262
CC(C)C(Cn1ccc2cnc(Nc3cnn(CC(=O)O)c3)nc21)C(C)C,1.0,Non-selective,21.676245,19.3697
CC(C)C(Cn1ccc2cnc(Nc3cnn(CC(=O)OCCO)c3)nc21)C(C)C,1.0,Non-selective,19.703915,16.752316
CC(C)C(c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)n1cc(C(=O)OC(C)(C)C)nn1,1.8257400062475742,Non-selective,8.945663,-79.19127
CC(C)C(c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)n1cc(C(C)(C)C)nn1,4.734680768083691,Non-selective,10.500394,-76.74894
CC(C)C(c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)n1ccnn1,3.5189602185534783,Non-selective,10.300935,-76.37397
CC(C)C(c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)n1nccn1,1.1224966666666667,Non-selective,10.298181,-76.30489
CC(C)CN1Cc2cc(Nc3nn(C4(CC#N)CCN(C(=O)OC(C)(C)C)CC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,1.1063829787234043,Non-selective,45.84232,-38.119247
CC(C)CN1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,4.9397590361445785,Non-selective,-4.6235294,-78.927895
CC(C)CN1Cc2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2C1,2.4285714285714284,Non-selective,1.7507007,-76.24929
CC(C)CN1Cc2ccc(Nc3nn([C@H]4COCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2C1,1.8636363636363635,Non-selective,25.113989,-67.907875
CC(C)CNC(c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,1.5339359810314166,Non-selective,29.52765,-64.6871
CC(C)CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)nc(N)c1C=N,3.2567567567567566,Non-selective,20.631334,-13.140491
CC(C)CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)nc2[nH]ncc12,3.2567567567567566,Non-selective,20.780714,-13.026477
CC(C)COC(=O)N1CCC(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CC1,2.738609573940012,Non-selective,-39.876293,45.38815
CC(C)COC(=O)N1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1,3.0161290322580645,Non-selective,33.07267,4.8421216
CC(C)CS(=O)(=O)N1CC(CC#N)(n2cc(-c3ccnc4[nH]ccc34)cn2)C1,2.7590361445783134,Non-selective,-24.668276,27.264965
CC(C)N(C)S(=O)(=O)c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1,1.1111111111111112,Non-selective,-0.14185493,-48.85128
CC(C)N(C)S(=O)(=O)c1ccc(Nc2nn([C@]3(CC#N)CC[C@@H](C(=O)OC(C)(C)C)OC3)c3cc[nH]c(=O)c23)cc1,1.6428571428571428,Non-selective,62.527985,-43.466904
CC(C)N1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2C1C,1.0224719101123596,Non-selective,1.736225,-76.224556
CC(C)N1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2[C@H]1C,1.0444444444444445,Non-selective,1.7364471,-76.22463
CC(C)N1Cc2ccc(Nc3nn(C4(CC#N)CCCC4)c4cc[nH]c(=O)c34)cc2C1,1.710144927536232,Non-selective,39.76671,-46.590244
CC(C)N1Cc2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2C1,2.0714285714285716,Non-selective,1.7504237,-76.22265
CC(C)N1Cc2ccc(Nc3nn([C@H]4COCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2C1,2.25,Non-selective,25.161652,-67.84885
CC(C)N=S(C)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,1.0,Non-selective,-33.33054,29.736713
CC(C)NC(=O)N1CCC(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CC1,2.738609573940012,Non-selective,-35.63247,45.650974
CC(C)NC(=O)c1cc(Cl)c(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)cc1F,1.0,Non-selective,-26.084412,37.828785
CC(C)NC(=O)c1cc(F)c(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)cc1F,1.0,Non-selective,-26.270567,37.664074
CC(C)NC(=O)c1ccc(N2CC(CC#N)(n3cc(-c4ccnc5[nH]ccc45)cn3)C2)c(F)c1,1.0,Non-selective,-21.372944,32.378544
CC(C)NC(=O)c1ccc(N2CC(CC#N)(n3cc(-c4ccnc5[nH]ccc45)cn3)C2)cc1,2.5,Non-selective,-21.37337,32.290375
CC(C)NC(=O)c1ccc(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)c(F)c1,1.0,Non-selective,-26.41665,37.587086
CC(C)NC(=O)c1ccc(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)cc1,2.5,Non-selective,-27.551504,36.57005
CC(C)NC(=O)c1ccc(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)cc1F,2.5,Non-selective,-26.401413,37.634106
CC(C)NC(=O)c1ccc(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)cn1,1.0,Non-selective,-27.603603,36.437256
CC(C)NC(=O)c1cnc(N2CC(CC#N)(n3cc(-c4ccnc5[nH]ccc45)cn3)C2)cn1,2.5,Non-selective,-21.376572,32.167328
CC(C)NC(=O)c1cnc(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)cn1,2.5,Non-selective,-27.515047,36.41532
CC(C)NC(C)(C)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)c3cc[nH]c(=O)c23)cc1,1.4249999999999998,Non-selective,40.671677,-32.20339
CC(C)NC(C)(C)c1ccc(Nc2nn([C@@]3(CC#N)CCCC[C@H]3F)c3cc[nH]c(=O)c23)cc1,1.5,Non-selective,35.84066,-47.02834
CC(C)NC(C)(C)c1ccc(Nc2nn([C@@]3(CC#N)CCN(C(=O)OC(C)(C)C)C[C@H]3F)c3cc[nH]c(=O)c23)cc1,1.2142857142857142,Non-selective,40.351242,-30.742334
CC(C)NC(C)(C)c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,1.0,Non-selective,28.143152,-65.125
CC(C)NC(C)(C)c1ccc(Nc2nn([C@]3(CC#N)CC[C@@H](C(=O)OC(C)(C)C)OC3)c3cc[nH]c(=O)c23)cc1,1.3846153846153846,Non-selective,60.436867,-42.058964
CC(C)NC(c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,1.16859993850798,Non-selective,-0.92068005,-41.08285
CC(C)NC(c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1F)C(F)(F)F,1.0750071775654129,Non-selective,2.103262,-40.758144
CC(C)NC(c1ccc(Nc2nn([C@H]3CCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,1.290999361799424,Non-selective,12.633648,-77.66442
CC(C)NC(c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,1.24373375,Non-selective,29.454912,-64.98041
CC(C)NC(c1ccc(Nc2nn([C@]3(CC#N)CCCOC3)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,1.2033081978461062,Non-selective,36.12261,-44.983547
CC(C)NC(c1ccc(Nc2nn([C@]3(CC#N)CC[C@@H](C(=O)OC(C)(C)C)OC3)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,1.1664149745317007,Non-selective,60.42606,-41.254307
CC(C)NC1(C)C(=O)Nc2cc(Nc3nn(C4COCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc21,1.296148,Non-selective,25.52766,-67.34532
CC(C)NCc1cc(C(=O)N2CCC(N3CC(CC#N)(n4cc(-c5ncnc6[nH]ccc56)cn4)C3)CC2)nc(C(F)(F)F)n1,2.738609573940012,Non-selective,-50.399113,55.216644
CC(C)NS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCCC3)c3cc[nH]c(=O)c23)cc1,2.14,Non-selective,30.487274,-41.035343
CC(C)NS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)c3cc[nH]c(=O)c23)cc1,2.0,Non-selective,36.46243,-32.177307
CC(C)NS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCNCC3)c3cc[nH]c(=O)c23)cc1F,1.4285714285714286,Non-selective,39.34545,-46.24556
CC(C)NS(=O)(=O)c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,3.0833333333333335,Non-selective,15.012314,-64.744385
CC(C)NS(=O)(=O)c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)cc2C(N)=O)cc1,3.3333333333333335,Non-selective,50.28609,14.892423
CC(C)OC(=O)C(C)(C)C(O)(c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,1.937653826549188,Non-selective,-1.8126109,-40.371735
CC(C)OC(=O)C(C)(C)C(O)(c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,3.078230539013192,Non-selective,12.007966,-78.58433
CC(C)OC(=O)C(C)(C)C(O)(c1ccc(Nc2nn([C@]3(CC#N)CC[C@@H](C(=O)OC(C)(C)C)OC3)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,2.2956682503170884,Non-selective,59.510834,-41.295284
CC(C)OC(=O)Cn1cc(Nc2ncc3ccn(CC(C(C)C)C(C)C)c3n2)cn1,1.0,Non-selective,21.710167,17.439331
CC(C)OC(=O)Cn1cc(Nc2ncc3ccn(C[C@@H](CCCl)C(C)C)c3n2)cn1,1.0,Non-selective,22.14448,16.997288
CC(C)OC(=O)Cn1cc(Nc2ncc3ccn(C[C@@H](CCF)C(C)C)c3n2)cn1,1.0,Non-selective,22.19707,16.452614
CC(C)OC(=O)Cn1cc(Nc2ncc3ccn(C[C@@H](CCN(C)C)C(C)C)c3n2)cn1,1.0,Non-selective,22.579136,17.004616
CC(C)OC(=O)Cn1cc(Nc2ncc3ccn(C[C@@H](CCO)C(C)C)c3n2)cn1,1.0,Non-selective,22.086973,16.913084
CC(C)OC(=O)Cn1cc(Nc2ncc3ccn(C[C@H]4CC[C@H](O)CC4)c3n2)cn1,1.0,Non-selective,16.360739,23.438152
CC(C)OC(=O)N1CCC(CC#N)(n2nc(Nc3ccc(S(=O)(=O)N(C)C)cc3)c3c(=O)[nH]ccc32)CC1,2.2500000000000004,Non-selective,29.776693,-32.917683
CC(C)OC(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc4c(c3)CN(C(C)(C)C)S4(=O)=O)c3c(=O)[nH]ccc32)CO1,1.5,Non-selective,52.35874,-42.912037
CC(C)S(=N)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,1.0,Non-selective,-33.344414,29.738083
CC(C)S(=N)(=O)c1ccc(Nc2nn(C3CCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,1.6341522612658772,Non-selective,15.049858,-64.68987
CC(C)S(=N)(=O)c1ccc(Nc2nn([C@]3(CC#N)CCCOC3)c3cc[nH]c(=O)c23)cc1,1.5713493002832224,Non-selective,32.50389,-43.95874
CC(C)S(=N)(=O)c1ccc(Nc2nn([C@]3(CC#N)CC[C@@H](C(=O)OC(C)(C)C)OC3)c3cc[nH]c(=O)c23)cc1,1.527525,Non-selective,61.979122,-43.450245
CC(C)S(=O)(=O)N1CC(CC#N)(n2cc(-c3c(C#N)cnc4[nH]ccc34)cn2)C1,4.618181818181818,Non-selective,-25.303444,28.374105
CC(C)S(=O)(=O)N1CCC(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CC1,1.0,Non-selective,-36.600685,31.0498
CC(C)S(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)C(C)(F)F)CC3)c3cc[nH]c(=O)c23)cc1,1.625,Non-selective,32.04444,-34.563725
CC(C)S(=O)(=O)c1ccc(Nc2nn(C3CCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,3.6363636363636362,Non-selective,15.103169,-64.67743
CC(C)S(=O)(=O)c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1,3.5,Non-selective,-0.7767504,-48.63275
CC(C)S(=O)(=O)c1ccc(Nc2nn([C@@]3(CC#N)CCCC[C@H]3F)c3cc[nH]c(=O)c23)cc1,1.25,Non-selective,29.644629,-41.525608
CC(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,4.6,Non-selective,15.065931,-64.72068
CC(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,3.7777777777777777,Non-selective,23.624672,-63.59429
CC(C)S(=O)(=O)c1ccc(Nc2nn([C@]3(CC#N)CCCOC3)c3cc[nH]c(=O)c23)cc1,3.25,Non-selective,32.50952,-43.966877
CC(C)S(=O)(=O)c1ccc(Nc2nn([C@]3(CC#N)CC[C@@H](C(=O)OC(C)(C)C)OC3)c3cc[nH]c(=O)c23)cc1,2.190875378159461,Non-selective,61.99242,-43.43608
CC(C)[C@@H](C)N1Cc2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2C1,1.2708333333333333,Non-selective,1.7928995,-76.21692
CC(C)[C@H](C)N1Cc2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2C1,1.3870967741935485,Non-selective,1.7929012,-76.21691
CC(C)c1ccc(CN2CCC(CC#N)(n3nc(Nc4ccc(S(=O)(=O)N(C)C)cc4)c4c(=O)[nH]ccc43)CC2)cc1,4.797101449275362,Non-selective,23.620296,-38.195236
CC(CC#N)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cn[nH]c3)n1)C2,3.5037037037037035,Non-selective,7.9617934,8.665661
