smiles,fold_selectivity,dataset,TSNE1,TSNE2
CC1(O)CN(C(=O)[C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)[C@@H](C#N)C2)C1,18.0,JAK1-selective,81.6757,2.6273983
CC1(O)CN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,18.214285714285715,JAK1-selective,-26.189812,-52.298374
CC1(O)CN([C@@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,30.0,JAK1-selective,71.03889,-7.777688
CC1(O)CN([C@@H]2CC[C@H](n3nc(Nc4ccc(Cl)cc4)c4c(=O)[nH]ccc43)[C@@H](C#N)C2)C1,18.571428571428573,JAK1-selective,15.091302,-84.41342
CC1(O)CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,20.0,JAK1-selective,71.03889,-7.777688
CC1(O)CN([C@H]2CC[C@H](n3nc(Nc4ccc(Cl)cc4)c4c(=O)[nH]ccc43)[C@@H](C#N)C2)C1,16.666666666666668,JAK1-selective,15.091302,-84.41342
CC1(c2ccc(Nc3nn([C@H]4COCC[C@@H]4C#N)cc3C(N)=O)cc2)COC1,5.999999999999999,JAK1-selective,66.72504,18.363445
CC1=NOC(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)CC2)C1,32.333333333333336,JAK1-selective,60.157932,45.52927
CC1=NOC(CN2CC[C@@H](C#N)[C@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C2)C1,16.333333333333332,JAK1-selective,38.029964,-10.981712
CC1=NOC(CN2CC[C@@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)[C@H](C#N)C2)C1,9.25,JAK1-selective,38.040775,-10.924574
CC1CC(C)CC(NC(=O)Cc2nc3cnc4[nH]ccc4c3n2[C@H]2CC[C@H](CC#N)CC2)C1,8.5,JAK1-selective,-45.82793,9.941462
CC1CC1NC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,18.867924528301888,JAK1-selective,-24.560225,-51.15115
CC1CCC(C#N)C(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,5.428571428571429,JAK1-selective,52.102757,0.6697128
CC1CCCCN1S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,19.82456140350877,JAK1-selective,-71.78537,-20.047752
CC1CCCN(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)C1,38.9375,JAK1-selective,-73.16646,-21.332903
CC1CCN(C(=O)C2CCC(C(C)(C)C)CC2)CC1n1ccc(=O)c2cnc3[nH]ccc3c21,5.9122274815415325,JAK1-selective,-29.223701,-17.11138
CC1CCN(C(=O)CC#N)CC1c1nnn2cnc3[nH]ccc3c12,10.476190476190476,JAK1-selective,-38.09849,-31.62856
CC1CCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)CC1,5.189024390243903,JAK1-selective,-15.2250395,-22.991447
CC1CN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)CCN1C,11.052631578947368,JAK1-selective,-15.43651,-23.993326
CC1CN(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)C1,21.136363636363637,JAK1-selective,-72.807816,-20.87124
CC1CN([C@@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(S(=O)(=O)C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,125.0,JAK1-selective,69.97555,-25.731798
CC1CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,61.0,JAK1-selective,68.57036,-10.160091
CC1CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)[C@@H](C#N)C2)C1,42.5,JAK1-selective,82.3366,4.3299584
CC1CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(S(=O)(=O)C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,60.0,JAK1-selective,69.97555,-25.731798
CC1CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccccc4)n3)[C@@H](C#N)C2)C1,44.0,JAK1-selective,53.66535,-0.9905079
CC1Cc2cc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,5.888888888888889,JAK1-selective,3.8496578,-36.556427
CC1c2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S(=O)(=O)N1C,15.993914870926258,JAK1-selective,0.06411352,-76.47356
CC1c2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S(=O)(=O)N1CC(F)(F)F,6.87550461695513,JAK1-selective,-3.2225335,-76.05931
CC1c2cc(Nc3nn([C@H]4COCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S(=O)(=O)N1C,39.333333333333336,JAK1-selective,24.867815,-68.24236
CCC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,7.095238095238095,JAK1-selective,18.688198,59.19689
CCC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,13.0,JAK1-selective,22.429422,50.04507
CCC(=O)NC[C@H]1CC[C@H](n2c(CC#N)nc3cnc4ccsc4c32)CC1,20.0,JAK1-selective,-64.73397,11.0176525
CCC(C)CS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,23.375,JAK1-selective,-67.99915,-15.040984
CCC(CC)CS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,22.428571428571427,JAK1-selective,-67.89201,-14.589124
CCC(CC)S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,14.413333333333334,JAK1-selective,-67.94516,-14.661561
CCC(F)(F)C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,15.0,JAK1-selective,57.72777,42.827946
CCC1(C(N)=O)CCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)CC1,7.627965043695381,JAK1-selective,-9.849308,-25.244335
CCC1CN(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)CCO1,24.989247311827956,JAK1-selective,-70.644135,-21.701248
CCCC(C)N(C)S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,59.357142857142854,JAK1-selective,-68.23028,-15.43567
CCCCC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,5.833333333333333,JAK1-selective,22.454432,50.015915
CCCCN(C)S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,52.11764705882353,JAK1-selective,-67.56583,-13.175516
CCCCNC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(S(C)(=O)=O)cc3)n2)C1,16.1,JAK1-selective,29.27914,43.11808
CCCCNC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,53.5,JAK1-selective,18.371798,59.520382
CCCCS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,24.444444444444443,JAK1-selective,-67.728836,-13.317578
CCCNC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,15.142857142857142,JAK1-selective,18.381628,59.565758
CCCOC(=O)NC[C@H]1CC[C@H](n2c([C@@H](C)O)nc3cnc4ccsc4c32)CC1,10.0,JAK1-selective,-66.863625,17.484184
CCCS(=O)(=O)CC1CCCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)C1,9.026402640264028,JAK1-selective,-16.536318,-24.818062
CCCS(=O)(=O)C[C@H]1C[C@H](N(C)c2ncnc3[nH]ccc23)C1,14.119402985074627,JAK1-selective,-67.68287,-13.28424
CCCS(=O)(=O)N[C@H]1CCC(N(C)c2ncnc3[nH]ccc23)C1,19.79310344827586,JAK1-selective,-63.535957,-18.412909
CCCS(=O)(=O)N[C@H]1CC[C@@H](N(C)c2ncnc3[nH]ccc23)C1,19.79310344827586,JAK1-selective,-63.535957,-18.412909
CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,27.689655172413794,JAK1-selective,-63.625973,-17.729061
CCCc1ccc(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)cc1,12.333333333333334,JAK1-selective,16.91531,46.268887
CCN(C)C1CN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,10.909090909090908,JAK1-selective,-24.3202,-48.007423
CCN(C)S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,7.848484848484849,JAK1-selective,-67.729294,-13.200603
CCN(CC)C(=O)C1CCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)CC1,5.088495575221239,JAK1-selective,-13.036685,-25.77731
CCN(CC)C(=O)CO[C@@H]1CCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)C1,7.386831275720164,JAK1-selective,-14.240436,-28.211298
CCN(c1ccc(Cl)cc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(N)=O)c12)S(C)(=O)=O,5.144927536231884,JAK1-selective,21.09942,-22.295055
CCN(c1ccc(F)cc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(N)=O)c12)S(C)(=O)=O,5.231404958677686,JAK1-selective,19.614758,-21.129337
CCN(c1ccc(O)cc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(=O)NC)c12)S(=O)(=O)c1ccccc1,5.346666666666667,JAK1-selective,14.998102,-22.6716
CCN(c1ccc(O)cc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(=O)NC)c12)S(C)(=O)=O,5.450980392156863,JAK1-selective,18.461164,-23.081873
CCN(c1ccc(O)cc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(N)=O)c12)S(=O)(=O)c1ccccc1,5.480943738656987,JAK1-selective,15.423731,-20.572264
CCN(c1ccc(O)cc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)nc2[nH]nc(C(=O)NC)c12)S(=O)(=O)c1ccccc1,5.253682487725041,JAK1-selective,16.79704,-18.571222
CCN(c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc(N)c1C(=N)C(N)=O)S(=O)(=O)CC,6.124087591240877,JAK1-selective,17.014622,-13.805159
CCN(c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(N)=O)c12)S(=O)(=O)CC,6.124087591240877,JAK1-selective,16.054665,-20.536678
CCN(c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(N)=O)c12)S(C)(=O)=O,6.703703703703704,JAK1-selective,16.178165,-20.571295
CCN(c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)nc2[nH]nc(C(=O)NC)c12)S(C)(=O)=O,6.2,JAK1-selective,17.324287,-18.960075
CCN(c1ncc(F)cc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(N)=O)c12)S(C)(=O)=O,5.5233644859813085,JAK1-selective,19.867224,-21.524181
CCN(c1ncccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(N)=O)c12)S(C)(=O)=O,5.172413793103448,JAK1-selective,17.804985,-21.40749
CCN(c1nccnc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(N)=O)c12)S(C)(=O)=O,5.586206896551724,JAK1-selective,18.506672,-21.670647
CCN1CCN(C[C@H]2CCN(S(=O)(=O)C[C@H]3CC[C@H](N(C)c4ncnc5[nH]ccc45)CC3)C2)C(=O)C1=O,5.078651685393258,JAK1-selective,-15.098358,-23.637753
CCN1CCN([C@H](C)C(=O)Nc2cccc3c(-c4ccnc(Nc5cn(C)nc5OC)n4)c[nH]c23)CC1,111.32075471698113,JAK1-selective,-70.2018,35.49352
CCN1CCN([C@H](C)C(=O)Nc2cccc3c(-c4nc(Nc5cn(C)nc5OC)ncc4C)c[nH]c23)CC1,328.42105263157896,JAK1-selective,-68.75047,31.82973
CCN1CCN([C@H](C)C(=O)Nc2cccc3c(-c4nc(Nc5cn(C)nc5OC)ncc4F)c[nH]c23)CC1,152.7906976744186,JAK1-selective,-72.369064,32.390617
CCN1CN([C@H]2CC[C@H](CN(C)CC#N)CC2)c2c(cnc3[nH]ccc23)C1=O,18.571428571428573,JAK1-selective,-39.761948,-13.809278
CCN1CN([C@H]2CC[C@H](CNCC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,6.96969696969697,JAK1-selective,-36.660885,-10.381989
CCN1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,9.318181818181818,JAK1-selective,-4.861976,-79.40349
CCN1Cc2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2C1,5.121951219512195,JAK1-selective,0.45541602,-76.468414
CCNC(=O)C[C@H]1CC[C@H](n2c([C@@H](C)O)nc3cnc4ccsc4c32)CC1,20.0,JAK1-selective,-67.02558,17.424824
CCNC(=O)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cn[nH]c3)n1)C2,11.634146341463415,JAK1-selective,5.1750894,7.446247
CCNC(=O)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cnc(C(=O)NC)c(F)c3)n1)C2,5.3026706231454,JAK1-selective,2.5613096,5.69529
CCNC(=O)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cnn(C)c3)n1)C2,5.173076923076923,JAK1-selective,5.291669,9.687494
CCNC(=O)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cnsc3)n1)C2,10.313432835820896,JAK1-selective,5.252418,7.529345
CCNC(=O)N[C@H]1CC[C@H](n2c([C@@H](C)O)nc3cnc4ccsc4c32)CC1,5.0,JAK1-selective,-67.80223,17.330446
CCNC(=O)O[C@@H]1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@@H](C#N)C1,10.588235294117647,JAK1-selective,51.15183,-10.382708
CCNC(=O)c1ccc(Nc2ncc(F)c(N3C[C@H]4CC[C@@H](C3)N4C(=O)C3CC3)n2)cc1,5.6,JAK1-selective,-2.0965874,5.9094005
CCNC1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)[C@@H](C#N)C1,55.0,JAK1-selective,73.91604,-23.165266
CCNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,6.351351351351351,JAK1-selective,-25.414408,-50.937534
CCN[C@@H](C)[C@@H]1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,5.63063063063063,JAK1-selective,-12.235602,-25.025955
CCNc1nn(C2(CC#N)CN(C(=O)OC(C)(C)C)C2)c2cc[nH]c(=O)c12,7.1201923076923075,JAK1-selective,42.15685,-33.307873
CCOC(=O)C(C)NC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,14.68421052631579,JAK1-selective,19.877037,60.43973
CCOC(=O)C(CC)n1c(=O)c2cc(OC)c(OC)cc2c2cnc3[nH]ccc3c21,5.445026178010472,JAK1-selective,-28.880232,-19.712854
CCOC(=O)COC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,12.41025641025641,JAK1-selective,21.67438,59.33095
CCOC(=O)COC(=O)N1CC[C@@H](C#N)[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,31.166666666666668,JAK1-selective,33.870758,-0.7928782
CCOC(=O)COC(=O)N1CC[C@@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1,24.333333333333332,JAK1-selective,33.53427,-0.5666718
CCOC(=O)Cn1cc(-c2nc3cnc4[nH]ccc4c3n2[C@H]2CC[C@H](CC#N)CC2)cn1,8.678571428571429,JAK1-selective,-46.211124,4.3866973
CCOC(=O)N1CC(c2nc3cnc4[nH]ccc4c3n2[C@H]2CC[C@H](CC#N)CC2)C1,157.14285714285714,JAK1-selective,-45.158585,2.9214165
CCOC(=O)N1CCC[C@H](n2c([C@@H](C)O)nc3cnc4ccsc4c32)C1,14.142100000000001,JAK1-selective,-72.259186,15.883764
CCOC(=O)N1CC[C@@H](C#N)[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,12.4,JAK1-selective,33.906044,-0.78768766
CCOC(=O)N1CC[C@@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1,15.8,JAK1-selective,33.528477,-0.55557966
CCOC(=O)N1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1,5.98,JAK1-selective,33.528477,-0.55557966
CCOC(=O)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cnsc3)n1)C2,10.313432835820896,JAK1-selective,5.327232,7.3916025
CCOC(=O)NC[C@H]1CC[C@H](n2c(CC#N)nc3cnc4ccsc4c32)CC1,10.0,JAK1-selective,-64.70359,10.9827795
CCOC(=O)NC[C@H]1CC[C@H](n2c([C@@H](C)O)nc3cnc4ccsc4c32)CC1,10.0,JAK1-selective,-66.78924,17.563545
CCOC(=O)c1cnn(-c2ccc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)cc2C)c1,5.1,JAK1-selective,6.661829,-42.44183
CCOCC1(F)CCN(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)CC1,31.07792207792208,JAK1-selective,-73.90717,-24.628511
CCOC[C@H](C(=O)Nc1cccc2c(-c3nc(Nc4cccc(S(C)(=O)=O)c4F)ncc3C)c[nH]c12)N1CCN(C)CC1,1380.0,JAK1-selective,-92.40424,1.7065802
CCOP(=O)(Cc1ccc(NC(=O)Cc2nc3cnc4[nH]ccc4c3n2[C@H]2CC[C@H](CC#N)CC2)cc1)OCC,6.333333333333333,JAK1-selective,-46.07241,6.2909827
CCOc1cc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)ccn1,30.000000000000004,JAK1-selective,-70.01716,-7.022038
CCOc1ccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cn1,15.333333333333334,JAK1-selective,43.48987,31.481258
CCOc1ccc(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)cc1,34.5,JAK1-selective,18.424284,61.041523
CCOc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cc1,19.40740740740741,JAK1-selective,-70.61807,-7.7370067
CCOc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cc1Cl,23.500000000000004,JAK1-selective,-69.51204,-6.23061
CCOc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,19.53846153846154,JAK1-selective,-70.67117,-7.7040334
CCOc1cccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)n1,19.133333333333333,JAK1-selective,42.464394,32.245754
CCOc1cccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c1,19.11111111111111,JAK1-selective,-69.836754,-7.6313396
CCOc1ccccc1CN1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,12.202898550724637,JAK1-selective,16.944798,47.423073
CCOc1ccccc1NC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,8.17741935483871,JAK1-selective,18.377346,61.358208
CCOc1ncccc1S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,66.25,JAK1-selective,-65.223206,-10.390993
CCOc1nn(C)cc1Nc1cnc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](COC)N4CCN(C)CC4)cccc23)n1,408.0,JAK1-selective,-67.36312,33.1621
CCOc1nn(C)cc1Nc1cnc(C)c(-c2c[nH]c3c(NC(=O)[C@H](COC)N4CCN(C)CC4)cccc23)n1,11.857707509881424,JAK1-selective,-67.36312,33.1621
CCOc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,850.0,JAK1-selective,-67.965744,31.619688
CCOc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)C[C@@H]4C)cccc23)n1,61.224489795918366,JAK1-selective,-68.83237,30.492952
CCOc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)C[C@H]4C)cccc23)n1,886.2068965517242,JAK1-selective,-68.83236,30.492952
CCOc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)[C@@H](C)C4)cccc23)n1,1320.0,JAK1-selective,-69.09439,30.650398
CCOc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)[C@H](C)C4)cccc23)n1,265.4867256637168,JAK1-selective,-69.09439,30.650398
CCOc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(CC)CC4)cccc23)n1,337.2549019607843,JAK1-selective,-68.4553,31.492636
CCOc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(CCOC)CC4)cccc23)n1,163.04347826086956,JAK1-selective,-68.67354,31.756855
CCOc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](CC)N4CCN(C)CC4)cccc23)n1,835.0,JAK1-selective,-67.43462,32.008663
CCOc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](COC)N4CCN(C)CC4)cccc23)n1,408.0,JAK1-selective,-67.47324,32.55864
CCOc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@H](C)N4CCN(C)[C@@H](C)C4)cccc23)n1,66.07929515418502,JAK1-selective,-69.09439,30.650398
CCOc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@H](CC)N4CCN(C)CC4)cccc23)n1,156.25,JAK1-selective,-67.43462,32.008663
CCOc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@H](COC)N4CCN(C)CC4)cccc23)n1,11.857707509881424,JAK1-selective,-67.47324,32.55864
CCOc1nn(C)cc1Nc1ncc(Cl)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,372.0833333333333,JAK1-selective,-69.6242,32.91157
CCOc1nn(C)cc1Nc1ncc(F)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,463.6363636363636,JAK1-selective,-72.2832,31.826372
CCOc1nn(C)cc1Nc1ncc(F)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)C[C@@H]4C)cccc23)n1,35.46099290780142,JAK1-selective,-73.40699,31.733252
CCOc1nn(C)cc1Nc1ncc(F)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)C[C@H]4C)cccc23)n1,332.3529411764706,JAK1-selective,-73.40699,31.733252
CCOc1nn(C)cc1Nc1ncc(F)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)[C@@H](C)C4)cccc23)n1,750.0,JAK1-selective,-73.3368,32.080193
CCOc1nn(C)cc1Nc1ncc(F)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)[C@H](C)C4)cccc23)n1,180.72289156626505,JAK1-selective,-73.3368,32.080193
CCOc1nn(C)cc1Nc1ncc(F)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(CC)CC4)cccc23)n1,214.54545454545453,JAK1-selective,-72.44021,32.13298
CCOc1nn(C)cc1Nc1ncc(F)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(CCOC)CC4)cccc23)n1,70.4225352112676,JAK1-selective,-72.37038,32.374607
CCOc1nn(C)cc1Nc1ncc(F)c(-c2c[nH]c3c(NC(=O)[C@H](C)N4CCN(C)[C@@H](C)C4)cccc23)n1,16.216216216216218,JAK1-selective,-73.3368,32.080193
CCOc1nn(CC)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,434.7826086956522,JAK1-selective,-67.47672,31.430124
CCS(=O)(=NC)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,11.0,JAK1-selective,-33.670296,29.942177
CCS(=O)(=NC1CC1)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,11.0,JAK1-selective,-34.162895,30.263563
CCS(=O)(=O)N(C)c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(=O)NC)c12,5.018867924528302,JAK1-selective,15.505332,-22.771835
CCS(=O)(=O)N(C)c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(N)=O)c12,6.051282051282052,JAK1-selective,15.854943,-20.576902
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,5.714285714285714,JAK1-selective,-33.622772,29.913155
CCS(=O)(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,12.0,JAK1-selective,17.46739,51.600075
CCS(=O)(=O)N1CCN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)CC1,8.0,JAK1-selective,-28.982971,-55.548756
CCS(=O)(=O)c1ccc(Nc2nn(C3CCCC[C@@H]3C#N)cc2C(N)=O)cc1,11.428571428571429,JAK1-selective,49.580227,14.825215
CCS(=O)(=O)c1cccc(Nc2ncc(C)c(-c3c[nH]c4c(NC(=O)[C@@H](C)N5CCN(C)CC5)cccc34)n2)c1F,1373.3333333333333,JAK1-selective,-91.69014,4.2599926
CC[C@@H](C(=O)Nc1cccc2c(-c3ccnc(Nc4cn(C)nc4OC)n3)c[nH]c12)N1CCN(C)CC1,24.793388429752067,JAK1-selective,-69.709206,35.45753
CC[C@@H](C(=O)Nc1cccc2c(-c3nc(Nc4cccc(S(C)(=O)=O)c4F)ncc3C)c[nH]c12)N1CCCN(C)CC1,426.7425320056899,JAK1-selective,-92.20186,2.483708
CC[C@@H](C(=O)Nc1cccc2c(-c3nc(Nc4cccc(S(C)(=O)=O)c4F)ncc3C)c[nH]c12)N1CCN(C)CC1,1165.1785714285716,JAK1-selective,-92.08965,2.4946382
